"Step","a3c_Qbert_runseed=0 - training/episode/reward","a3c_Qbert_runseed=0 - training/episode/reward__MIN","a3c_Qbert_runseed=0 - training/episode/reward__MAX"
"50976096","700","700","700"
"50976256","725","725","725"
"50977376","750","750","750"
"50978912","4125","4125","4125"
"50979104","4175","4175","4175"
"50979328","775","775","775"
"50979744","625","625","625"
"50980480","4075","4075","4075"
"50981184","625","625","625"
"50983808","4125","4125","4125"
"50984224","800","800","800"
"50985440","3950","3950","3950"
"50988576","775","775","775"
"50989888","700","700","700"
"50990816","700","700","700"
"50991648","725","725","725"
"50993184","4200","4200","4200"
"50994176","4550","4550","4550"
"50994240","300","300","300"
"50994784","1400","1400","1400"
"50995872","725","725","725"
"50995968","725","725","725"
"50996544","4050","4050","4050"
"50998624","4175","4175","4175"
"51000096","625","625","625"
"51003392","625","625","625"
"51003488","825","825","825"
"51003776","4075","4075","4075"
"51005056","725","725","725"
"51005536","750","750","750"
"51005664","4250","4250","4250"
"51006176","675","675","675"
"51007168","4275","4275","4275"
"51007776","775","775","775"
"51008320","775","775","775"
"51009280","725","725","725"
"51009664","800","800","800"
"51010656","725","725","725"
"51018048","575","575","575"
"51018496","800","800","800"
"51020288","750","750","750"
"51020672","4100","4100","4100"
"51021024","800","800","800"
"51021312","4175","4175","4175"
"51021664","700","700","700"
"51021728","4175","4175","4175"
"51021952","600","600","600"
"51022624","4225","4225","4225"
"51022976","775","775","775"
"51023680","775","775","775"
"51024000","800","800","800"
"51024096","4150","4150","4150"
"51024928","800","800","800"
"51025024","700","700","700"
"51026720","1275","1275","1275"
"51026752","4100","4100","4100"
"51026784","650","650","650"
"51030336","725","725","725"
"51033920","4150","4150","4150"
"51034368","825","825","825"
"51035584","750","750","750"
"51036320","775","775","775"
"51036832","700","700","700"
"51036928","800","800","800"
"51036960","725","725","725"
"51037280","800","800","800"
"51037952","725","725","725"
"51038240","825","825","825"
"51040000","775","775","775"
"51040032","4125","4125","4125"
"51040256","725","725","725"
"51040416","4075","4075","4075"
"51043776","700","700","700"
"51044032","3975","3975","3975"
"51046624","625","625","625"
"51048544","4075","4075","4075"
"51048576","700","700","700"
"51049568","675","675","675"
"51050272","675","675","675"
"51052352","625","625","625"
"51052672","4050","4050","4050"
"51053760","750","750","750"
"51055040","750","750","750"
"51055712","4100","4100","4100"
"51055840","4125","4125","4125"
"51059392","625","625","625"
"51060512","4100","4100","4100"
"51060608","4000","4000","4000"
"51062848","650","650","650"
"51063328","750","750","750"
"51064096","4200","4200","4200"
"51064128","800","800","800"
"51065312","700","700","700"
"51065920","475","475","475"
"51066528","650","650","650"
"51067616","725","725","725"
"51068608","4125","4125","4125"
"51069088","4075","4075","4075"
"51070656","4125","4125","4125"
"51070944","750","750","750"
"51071968","625","625","625"
"51072064","650","650","650"
"51072704","750","750","750"
"51073280","4225","4225","4225"
"51074784","200","200","200"
"51078624","675","675","675"
"51080960","4050","4050","4050"
"51081472","4325","4325","4325"
"51082144","4125","4125","4125"
"51083648","550","550","550"
"51084320","775","775","775"
"51085344","4200","4200","4200"
"51086240","775","775","775"
"51087168","4425","4425","4425"
"51088704","3950","3950","3950"
"51088736","625","625","625"
"51089728","1325","1325","1325"
"51090304","4225","4225","4225"
"51090528","4175","4175","4175"
"51091680","775","775","775"
"51091840","475","475","475"
"51091936","4000","4000","4000"
"51092288","675","675","675"
"51094560","4150","4150","4150"
"51096480","4000","4000","4000"
"51096640","350","350","350"
"51096736","725","725","725"
"51096832","725","725","725"
"51098720","750","750","750"
"51101728","750","750","750"
"51102336","725","725","725"
"51103040","750","750","750"
"51103360","700","700","700"
"51103424","725","725","725"
"51104480","775","775","775"
"51104608","475","475","475"
"51107424","650","650","650"
"51110208","4125","4125","4125"
"51110720","775","775","775"
"51111360","725","725","725"
"51111552","675","675","675"
"51112032","4125","4125","4125"
"51112160","775","775","775"
"51113248","775","775","775"
"51114112","650","650","650"
"51116000","1250","1250","1250"
"51116384","4075","4075","4075"
"51116544","825","825","825"
"51117728","650","650","650"
"51118080","3975","3975","3975"
"51118432","700","700","700"
"51118976","300","300","300"
"51119808","4800","4800","4800"
"51120192","4725","4725","4725"
"51121120","700","700","700"
"51122944","575","575","575"
"51125056","675","675","675"
"51126784","800","800","800"
"51127232","575","575","575"
"51127648","625","625","625"
"51128832","775","775","775"
"51128928","775","775","775"
"51129120","675","675","675"
"51129568","725","725","725"
"51130560","725","725","725"
"51130816","750","750","750"
"51131200","800","800","800"
"51131584","675","675","675"
"51135232","1775","1775","1775"
"51137312","800","800","800"
"51137760","775","775","775"
"51139264","775","775","775"
"51140064","700","700","700"
"51141120","625","625","625"
"51142048","3950","3950","3950"
"51142592","700","700","700"
"51142976","3950","3950","3950"
"51144992","800","800","800"
"51145056","4100","4100","4100"
"51145120","675","675","675"
"51145760","4825","4825","4825"
"51146368","750","750","750"
"51149760","4050","4050","4050"
"51151200","775","775","775"
"51151872","825","825","825"
"51152224","4150","4150","4150"
"51153312","800","800","800"
"51157280","4075","4075","4075"
"51157472","3950","3950","3950"
"51158496","775","775","775"
"51158656","4050","4050","4050"
"51162688","725","725","725"
"51165536","4075","4075","4075"
"51169632","4100","4100","4100"
"51169856","750","750","750"
"51170048","700","700","700"
"51171232","700","700","700"
"51172928","775","775","775"
"51174560","725","725","725"
"51174752","3950","3950","3950"
"51177440","800","800","800"
"51177632","825","825","825"
"51179200","725","725","725"
"51179392","800","800","800"
"51179776","4100","4100","4100"
"51180416","775","775","775"
"51181792","4150","4150","4150"
"51182784","675","675","675"
"51182944","4725","4725","4725"
"51183360","525","525","525"
"51184096","775","775","775"
"51188288","775","775","775"
"51188512","700","700","700"
"51190368","725","725","725"
"51191072","375","375","375"
"51191456","800","800","800"
"51191904","800","800","800"
"51193216","700","700","700"
"51195104","700","700","700"
"51198016","4075","4075","4075"
"51198400","650","650","650"
"51199776","575","575","575"
"51200672","675","675","675"
"51203680","700","700","700"
"51204160","4050","4050","4050"
"51204896","675","675","675"
"51205088","725","725","725"
"51206272","675","675","675"
"51208096","4025","4025","4025"
"51208224","750","750","750"
"51213504","700","700","700"
"51215488","200","200","200"
"51216384","775","775","775"
"51217184","725","725","725"
"51217280","600","600","600"
"51217568","4075","4075","4075"
"51217664","625","625","625"
"51218304","675","675","675"
"51218464","775","775","775"
"51219200","750","750","750"
"51220160","700","700","700"
"51220320","775","775","775"
"51221824","750","750","750"
"51224800","4075","4075","4075"
"51225280","700","700","700"
"51226112","4150","4150","4150"
"51226560","4075","4075","4075"
"51227520","4050","4050","4050"
"51227776","750","750","750"
"51231616","4075","4075","4075"
"51232352","825","825","825"
"51232384","750","750","750"
"51232768","800","800","800"
"51233088","775","775","775"
"51233376","250","250","250"
"51233472","4050","4050","4050"
"51234688","775","775","775"
"51234976","650","650","650"
"51236160","800","800","800"
"51236544","3950","3950","3950"
"51237056","750","750","750"
"51237120","650","650","650"
"51237952","4050","4050","4050"
"51238240","4600","4600","4600"
"51238720","4275","4275","4275"
"51241504","725","725","725"
"51241728","725","725","725"
"51242592","675","675","675"
"51244160","4100","4100","4100"
"51245184","650","650","650"
"51248992","700","700","700"
"51249408","675","675","675"
"51250016","750","750","750"
"51250880","750","750","750"
"51252320","4075","4075","4075"
"51252544","4100","4100","4100"
"51254336","4450","4450","4450"
"51254400","4150","4150","4150"
"51258496","750","750","750"
"51259296","750","750","750"
"51260256","4550","4550","4550"
"51260608","4075","4075","4075"
"51260864","550","550","550"
"51263520","4075","4075","4075"
"51266720","575","575","575"
"51268416","675","675","675"
"51269088","4625","4625","4625"
"51269728","700","700","700"
"51270784","775","775","775"
"51271648","4275","4275","4275"
"51272256","4200","4200","4200"
"51274240","750","750","750"
"51276192","800","800","800"
"51276256","4175","4175","4175"
"51279072","700","700","700"
"51279136","750","750","750"
"51279424","600","600","600"
"51282304","4300","4300","4300"
"51282496","775","775","775"
"51283552","750","750","750"
"51283936","4100","4100","4100"
"51284544","4075","4075","4075"
"51285024","725","725","725"
"51285472","4050","4050","4050"
"51287040","675","675","675"
"51287136","675","675","675"
"51288320","800","800","800"
"51290048","4150","4150","4150"
"51290656","725","725","725"
"51293056","725","725","725"
"51294752","700","700","700"
"51296960","750","750","750"
"51297056","725","725","725"
"51298016","800","800","800"
"51298240","600","600","600"
"51298272","4425","4425","4425"
"51298624","3925","3925","3925"
"51299104","750","750","750"
"51299648","750","750","750"
"51300864","800","800","800"
"51301344","700","700","700"
"51301760","600","600","600"
"51303424","750","750","750"
"51304576","800","800","800"
"51305664","700","700","700"
"51307808","4125","4125","4125"
"51310656","800","800","800"
"51310720","775","775","775"
"51312288","600","600","600"
"51312640","3975","3975","3975"
"51312992","750","750","750"
"51314912","675","675","675"
"51315552","675","675","675"
"51315680","750","750","750"
"51317152","775","775","775"
"51317600","3950","3950","3950"
"51318080","4000","4000","4000"
"51318432","725","725","725"
"51322176","4100","4100","4100"
"51324608","750","750","750"
"51326208","725","725","725"
"51326944","650","650","650"
"51329472","650","650","650"
"51329696","4075","4075","4075"
"51330176","725","725","725"
"51330336","750","750","750"
"51330560","750","750","750"
"51332736","4050","4050","4050"
"51333056","675","675","675"
"51334688","775","775","775"
"51336896","3975","3975","3975"
"51338784","3950","3950","3950"
"51339392","750","750","750"
"51339552","650","650","650"
"51340352","4150","4150","4150"
"51341312","4725","4725","4725"
"51341408","675","675","675"
"51341632","825","825","825"
"51342048","4150","4150","4150"
"51342944","4175","4175","4175"
"51345056","625","625","625"
"51345824","750","750","750"
"51346368","725","725","725"
"51346624","725","725","725"
"51349856","3975","3975","3975"
"51350112","3950","3950","3950"
"51350976","800","800","800"
"51351808","4125","4125","4125"
"51353536","750","750","750"
"51354496","4050","4050","4050"
"51355040","4075","4075","4075"
"51358688","4000","4000","4000"
"51359072","4050","4050","4050"
"51359104","625","625","625"
"51359712","725","725","725"
"51361408","775","775","775"
"51364608","3975","3975","3975"
"51365216","825","825","825"
"51365664","650","650","650"
"51367584","775","775","775"
"51368096","775","775","775"
"51370400","1225","1225","1225"
"51370592","675","675","675"
"51370720","650","650","650"
"51373152","4225","4225","4225"
"51373280","800","800","800"
"51377920","775","775","775"
"51378112","750","750","750"
"51378560","825","825","825"
"51379328","4150","4150","4150"
"51381888","775","775","775"
"51382656","700","700","700"
"51384960","525","525","525"
"51385024","725","725","725"
"51385120","825","825","825"
"51387072","750","750","750"
"51387456","700","700","700"
"51388192","4225","4225","4225"
"51388960","700","700","700"
"51389728","4125","4125","4125"
"51389920","4150","4150","4150"
"51392992","4100","4100","4100"
"51394912","700","700","700"
"51396032","700","700","700"
"51397920","4225","4225","4225"
"51398912","4700","4700","4700"
"51399328","725","725","725"
"51400000","700","700","700"
"51401056","650","650","650"
"51401600","225","225","225"
"51402784","825","825","825"
"51404992","800","800","800"
"51405536","4050","4050","4050"
"51405920","3975","3975","3975"
"51406624","725","725","725"
"51411840","525","525","525"
"51412000","800","800","800"
"51412512","4100","4100","4100"
"51412608","650","650","650"
"51413568","650","650","650"
"51414816","4475","4475","4475"
"51415712","4050","4050","4050"
"51418016","750","750","750"
"51418464","700","700","700"
"51418784","750","750","750"
"51419648","725","725","725"
"51420192","4050","4050","4050"
"51421088","4200","4200","4200"
"51421120","675","675","675"
"51422944","4450","4450","4450"
"51423456","600","600","600"
"51424064","650","650","650"
