"Step","a3c_Qbert_runseed=0 - training/episode/reward","a3c_Qbert_runseed=0 - training/episode/reward__MIN","a3c_Qbert_runseed=0 - training/episode/reward__MAX"
"71971968","625","625","625"
"71974176","4000","4000","4000"
"71974304","4050","4050","4050"
"71975008","725","725","725"
"71975264","725","725","725"
"71975872","700","700","700"
"71976224","4225","4225","4225"
"71977504","675","675","675"
"71977888","800","800","800"
"71978944","4175","4175","4175"
"71979776","4050","4050","4050"
"71980512","650","650","650"
"71980768","750","750","750"
"71983904","4125","4125","4125"
"71983968","4725","4725","4725"
"71986464","4225","4225","4225"
"71991136","4250","4250","4250"
"71991232","650","650","650"
"71991872","4125","4125","4125"
"71992384","800","800","800"
"71992928","700","700","700"
"71993760","4175","4175","4175"
"71993824","275","275","275"
"71994208","4125","4125","4125"
"71995616","700","700","700"
"71995808","675","675","675"
"71996992","4200","4200","4200"
"71997568","800","800","800"
"71997984","4225","4225","4225"
"71998976","4500","4500","4500"
"72000160","4050","4050","4050"
"72001312","4125","4125","4125"
"72001664","4125","4125","4125"
"72002368","775","775","775"
"72003648","650","650","650"
"72004128","775","775","775"
"72007872","750","750","750"
"72008832","725","725","725"
"72010144","700","700","700"
"72011360","4050","4050","4050"
"72014560","775","775","775"
"72014592","750","750","750"
"72015488","3750","3750","3750"
"72016192","825","825","825"
"72016256","3925","3925","3925"
"72018528","3975","3975","3975"
"72020960","4225","4225","4225"
"72021152","4425","4425","4425"
"72022080","800","800","800"
"72023648","4125","4125","4125"
"72024064","750","750","750"
"72025312","4200","4200","4200"
"72025504","775","775","775"
"72026336","775","775","775"
"72029024","775","775","775"
"72031424","4075","4075","4075"
"72032256","725","725","725"
"72032800","4100","4100","4100"
"72032896","4175","4175","4175"
"72033632","4125","4125","4125"
"72034112","4050","4050","4050"
"72034304","4200","4200","4200"
"72035040","825","825","825"
"72035200","750","750","750"
"72036128","4075","4075","4075"
"72039968","750","750","750"
"72042336","775","775","775"
"72042528","4200","4200","4200"
"72042944","4050","4050","4050"
"72043040","700","700","700"
"72043296","800","800","800"
"72044192","3975","3975","3975"
"72044960","725","725","725"
"72045056","800","800","800"
"72045408","675","675","675"
"72047904","700","700","700"
"72048288","800","800","800"
"72048448","4200","4200","4200"
"72048768","3925","3925","3925"
"72048800","4000","4000","4000"
"72051136","650","650","650"
"72052640","800","800","800"
"72052736","4100","4100","4100"
"72053920","250","250","250"
"72054464","525","525","525"
"72055488","3975","3975","3975"
"72056704","4125","4125","4125"
"72059168","4050","4050","4050"
"72061344","775","775","775"
"72061824","4075","4075","4075"
"72065216","4200","4200","4200"
"72065920","4150","4150","4150"
"72067392","4125","4125","4125"
"72067968","4150","4150","4150"
"72069088","4150","4150","4150"
"72069120","800","800","800"
"72069728","4200","4200","4200"
"72071744","4100","4100","4100"
"72072032","800","800","800"
"72076640","700","700","700"
"72078528","4150","4150","4150"
"72079456","700","700","700"
"72079712","775","775","775"
"72081984","4750","4750","4750"
"72084000","750","750","750"
"72084064","4150","4150","4150"
"72084672","4175","4175","4175"
"72086016","4125","4125","4125"
"72086080","500","500","500"
"72087904","4150","4150","4150"
"72088160","800","800","800"
"72088256","4125","4125","4125"
"72088832","4125","4125","4125"
"72089568","4200","4200","4200"
"72091680","675","675","675"
"72092192","700","700","700"
"72092800","4750","4750","4750"
"72094976","4150","4150","4150"
"72095200","800","800","800"
"72095680","775","775","775"
"72096992","4650","4650","4650"
"72097088","800","800","800"
"72097216","800","800","800"
"72097280","1275","1275","1275"
"72097408","4100","4100","4100"
"72098304","725","725","725"
"72098368","750","750","750"
"72098848","4150","4150","4150"
"72105504","4150","4150","4150"
"72109216","650","650","650"
"72109440","4100","4100","4100"
"72109664","725","725","725"
"72109824","3925","3925","3925"
"72110208","725","725","725"
"72110336","775","775","775"
"72110496","800","800","800"
"72110816","750","750","750"
"72111136","725","725","725"
"72111328","4575","4575","4575"
"72115328","4200","4200","4200"
"72117504","4075","4075","4075"
"72118016","675","675","675"
"72118560","4725","4725","4725"
"72119072","4200","4200","4200"
"72121504","625","625","625"
"72122144","4100","4100","4100"
"72123776","775","775","775"
"72124256","4200","4200","4200"
"72124576","725","725","725"
"72124960","725","725","725"
"72125024","800","800","800"
"72125760","725","725","725"
"72130944","4100","4100","4100"
"72132288","725","725","725"
"72133920","4675","4675","4675"
"72134144","4125","4125","4125"
"72134336","775","775","775"
"72134656","675","675","675"
"72135872","4725","4725","4725"
"72136512","4575","4575","4575"
"72136928","825","825","825"
"72137216","750","750","750"
"72138560","4250","4250","4250"
"72139840","4125","4125","4125"
"72140448","750","750","750"
"72141024","4650","4650","4650"
"72143968","4175","4175","4175"
"72144512","4050","4050","4050"
"72145920","4100","4100","4100"
"72147392","4200","4200","4200"
"72149120","4150","4150","4150"
"72149152","4100","4100","4100"
"72149888","675","675","675"
"72150048","4675","4675","4675"
"72153536","4100","4100","4100"
"72154880","3925","3925","3925"
"72155776","725","725","725"
"72156000","625","625","625"
"72156544","4200","4200","4200"
"72158272","800","800","800"
"72158880","700","700","700"
"72159488","4325","4325","4325"
"72162048","4050","4050","4050"
"72163776","4050","4050","4050"
"72165088","4175","4175","4175"
"72165664","4250","4250","4250"
"72167360","4125","4125","4125"
"72167488","675","675","675"
"72168768","4050","4050","4050"
"72170432","775","775","775"
"72172672","800","800","800"
"72172864","775","775","775"
"72172960","4175","4175","4175"
"72173696","4100","4100","4100"
"72174112","675","675","675"
"72174592","800","800","800"
"72174784","300","300","300"
"72175072","4275","4275","4275"
"72175744","4250","4250","4250"
"72176160","675","675","675"
"72177376","4125","4125","4125"
"72178848","4150","4150","4150"
"72183264","4050","4050","4050"
"72183392","200","200","200"
"72185856","775","775","775"
"72186496","4100","4100","4100"
"72190208","700","700","700"
"72190752","800","800","800"
"72190912","4075","4075","4075"
"72191040","4050","4050","4050"
"72191424","750","750","750"
"72193440","4100","4100","4100"
"72196000","4075","4075","4075"
"72196384","4600","4600","4600"
"72196576","650","650","650"
"72198144","4825","4825","4825"
"72198656","4525","4525","4525"
"72201408","4050","4050","4050"
"72202336","300","300","300"
"72202432","4175","4175","4175"
"72203200","4350","4350","4350"
"72203296","4100","4100","4100"
"72204096","3950","3950","3950"
"72204224","325","325","325"
"72205184","550","550","550"
"72206272","775","775","775"
"72206944","725","725","725"
"72208512","700","700","700"
"72211520","4050","4050","4050"
"72216000","725","725","725"
"72219904","750","750","750"
"72222432","4250","4250","4250"
"72222464","4075","4075","4075"
"72222688","3975","3975","3975"
"72223040","750","750","750"
"72223616","4000","4000","4000"
"72223648","4125","4125","4125"
"72224224","4125","4125","4125"
"72225152","4050","4050","4050"
"72227008","725","725","725"
"72227296","725","725","725"
"72227520","4200","4200","4200"
"72229504","700","700","700"
"72231104","4175","4175","4175"
"72233312","4300","4300","4300"
"72236768","725","725","725"
"72239264","625","625","625"
"72240544","800","800","800"
"72241248","775","775","775"
"72241888","775","775","775"
"72242144","4050","4050","4050"
"72242208","4175","4175","4175"
"72242784","4150","4150","4150"
"72243520","4125","4125","4125"
"72244640","4150","4150","4150"
"72245696","4275","4275","4275"
"72246240","700","700","700"
"72246336","4150","4150","4150"
"72246464","4675","4675","4675"
"72246496","4050","4050","4050"
"72249280","4275","4275","4275"
"72250656","4050","4050","4050"
"72251776","3950","3950","3950"
"72252800","600","600","600"
"72253888","4000","4000","4000"
"72255296","775","775","775"
"72255776","350","350","350"
"72256864","4175","4175","4175"
"72257536","4225","4225","4225"
"72258240","625","625","625"
"72259392","4125","4125","4125"
"72259744","4175","4175","4175"
"72260032","675","675","675"
"72260928","800","800","800"
"72264448","4825","4825","4825"
"72268480","4200","4200","4200"
"72269312","125","125","125"
"72270208","4050","4050","4050"
"72271616","750","750","750"
"72272192","4325","4325","4325"
"72273312","4250","4250","4250"
"72276576","4200","4200","4200"
"72276640","750","750","750"
"72276768","4100","4100","4100"
"72277952","3975","3975","3975"
"72278112","4325","4325","4325"
"72278208","4200","4200","4200"
"72280032","775","775","775"
"72284544","4075","4075","4075"
"72284672","750","750","750"
"72286144","775","775","775"
"72286752","4150","4150","4150"
"72287360","3925","3925","3925"
"72288064","650","650","650"
"72289568","775","775","775"
"72293888","600","600","600"
"72294272","675","675","675"
"72294560","4675","4675","4675"
"72294720","4050","4050","4050"
"72295872","4125","4125","4125"
"72297344","800","800","800"
"72298016","4125","4125","4125"
"72299776","4775","4775","4775"
"72301632","700","700","700"
"72302080","4375","4375","4375"
"72302944","800","800","800"
"72304192","4325","4325","4325"
"72304672","4175","4175","4175"
"72305472","700","700","700"
"72308512","4275","4275","4275"
"72308768","775","775","775"
"72310368","775","775","775"
"72313216","4050","4050","4050"
"72315392","4200","4200","4200"
"72315744","725","725","725"
"72317344","4100","4100","4100"
"72319424","4375","4375","4375"
"72321120","3975","3975","3975"
"72321600","675","675","675"
"72322144","4250","4250","4250"
"72322176","4300","4300","4300"
"72323072","700","700","700"
"72323296","4175","4175","4175"
"72324512","4100","4100","4100"
"72325344","4125","4125","4125"
"72326848","700","700","700"
"72329408","725","725","725"
"72330048","750","750","750"
"72331584","3950","3950","3950"
"72334624","4125","4125","4125"
"72336928","4075","4075","4075"
"72336960","4075","4075","4075"
"72337120","4025","4025","4025"
"72338272","750","750","750"
"72338752","3975","3975","3975"
"72339136","4175","4175","4175"
"72340608","3975","3975","3975"
"72344096","800","800","800"
"72344544","4250","4250","4250"
"72344800","700","700","700"
"72345248","4125","4125","4125"
"72345600","4575","4575","4575"
"72346592","775","775","775"
"72346752","4125","4125","4125"
"72349088","4225","4225","4225"
"72349248","4275","4275","4275"
"72350048","800","800","800"
"72350432","4075","4075","4075"
"72351200","3925","3925","3925"
"72352416","4750","4750","4750"
"72352736","650","650","650"
"72353856","800","800","800"
"72356288","800","800","800"
"72356512","800","800","800"
"72358496","750","750","750"
"72359072","4125","4125","4125"
"72361088","825","825","825"
"72363520","750","750","750"
"72364640","800","800","800"
"72365088","3925","3925","3925"
"72366496","675","675","675"
"72367104","775","775","775"
"72367808","675","675","675"
"72368576","725","725","725"
"72371552","4050","4050","4050"
"72374624","4275","4275","4275"
"72375008","750","750","750"
"72377120","4075","4075","4075"
"72378048","4175","4175","4175"
"72378496","4200","4200","4200"
"72382304","4100","4100","4100"
"72383040","1300","1300","1300"
"72383232","700","700","700"
"72385312","4150","4150","4150"
"72385376","4375","4375","4375"
"72386624","4150","4150","4150"
"72387008","4000","4000","4000"
"72387200","4200","4200","4200"
"72392832","750","750","750"
"72393696","4075","4075","4075"
"72393728","700","700","700"
"72394304","4100","4100","4100"
"72395200","775","775","775"
"72396320","4125","4125","4125"
"72396608","4150","4150","4150"
"72397952","4300","4300","4300"
"72398336","700","700","700"
"72399200","725","725","725"
"72399712","775","775","775"
"72399744","4150","4150","4150"
"72400768","750","750","750"
"72400864","700","700","700"
"72401664","4200","4200","4200"
"72402176","4175","4175","4175"
"72403104","800","800","800"
"72405024","775","775","775"
"72408256","4275","4275","4275"
"72409440","750","750","750"
"72412032","100","100","100"
"72412064","4000","4000","4000"
"72412256","725","725","725"
"72412448","4075","4075","4075"
"72412512","725","725","725"
"72412800","600","600","600"
"72418880","800","800","800"
"72419360","750","750","750"
"72419488","800","800","800"
"72419584","3950","3950","3950"
"72420896","4000","4000","4000"
"72421056","4150","4150","4150"
"72421088","4225","4225","4225"
"72421792","3975","3975","3975"
"72424224","4150","4150","4150"
"72425664","4075","4075","4075"
"72427328","550","550","550"
"72427488","775","775","775"
"72428064","4075","4075","4075"
"72429888","725","725","725"
"72430496","4100","4100","4100"
"72430880","4200","4200","4200"
"72431744","4125","4125","4125"
"72432832","675","675","675"
"72433664","775","775","775"
"72435456","1225","1225","1225"
"72436064","4175","4175","4175"
"72437696","4150","4150","4150"
"72437920","825","825","825"
"72438656","4075","4075","4075"
"72438816","4225","4225","4225"
"72439136","1225","1225","1225"
"72439264","4100","4100","4100"
"72440064","4175","4175","4175"
"72440576","4225","4225","4225"
"72444800","725","725","725"
"72445056","700","700","700"
"72445440","800","800","800"
"72445920","4450","4450","4450"
"72450176","4000","4000","4000"
"72450400","4150","4150","4150"
"72451008","4050","4050","4050"
"72457632","4100","4100","4100"
"72457760","750","750","750"
"72459744","675","675","675"
"72460320","4125","4125","4125"
"72460832","1225","1225","1225"
"72461056","775","775","775"
"72461376","4000","4000","4000"
"72462944","700","700","700"
"72463104","4200","4200","4200"
"72463296","4050","4050","4050"
"72464224","4225","4225","4225"
"72465024","825","825","825"
"72466528","825","825","825"
"72468160","725","725","725"
"72469856","650","650","650"
"72471648","700","700","700"
"72472192","675","675","675"
"72472576","5400","5400","5400"
"72474368","4100","4100","4100"
"72474496","725","725","725"
"72474752","775","775","775"
"72476064","4100","4100","4100"
"72478752","750","750","750"
"72481120","4100","4100","4100"
"72481504","4675","4675","4675"
"72481632","1275","1275","1275"
"72482272","400","400","400"
"72484448","4150","4150","4150"
"72485248","4200","4200","4200"
"72486400","4100","4100","4100"
"72486560","4075","4075","4075"
"72487072","4050","4050","4050"
"72487328","4000","4000","4000"
"72489280","4100","4100","4100"
"72489536","750","750","750"
"72490496","775","775","775"
"72491648","750","750","750"
"72491968","4200","4200","4200"
"72497152","4050","4050","4050"
"72497600","725","725","725"
"72498816","650","650","650"
"72499776","4100","4100","4100"
"72500640","625","625","625"
"72500768","625","625","625"
"72502912","4325","4325","4325"
"72503392","4075","4075","4075"
"72504832","4100","4100","4100"
"72505984","4175","4175","4175"
"72507968","4125","4125","4125"
"72508704","4075","4075","4075"
"72510720","4075","4075","4075"
"72511712","4200","4200","4200"
"72512096","4550","4550","4550"
"72513376","3925","3925","3925"
"72515104","750","750","750"
"72516384","4300","4300","4300"
"72516672","4000","4000","4000"
"72517152","725","725","725"
"72519264","4100","4100","4100"
"72520032","650","650","650"
"72520192","725","725","725"
"72520384","4150","4150","4150"
"72521312","700","700","700"
"72522464","3925","3925","3925"
"72525184","725","725","725"
"72525312","675","675","675"
"72526304","725","725","725"
"72526656","4275","4275","4275"
"72529184","4400","4400","4400"
"72530208","4100","4100","4100"
"72533184","650","650","650"
"72533888","750","750","750"
"72535200","750","750","750"
"72535872","775","775","775"
"72537152","3950","3950","3950"
"72537408","4050","4050","4050"
"72537696","3950","3950","3950"
"72538784","650","650","650"
"72543616","750","750","750"
"72543680","3975","3975","3975"
"72544768","4075","4075","4075"
"72545600","800","800","800"
"72547040","375","375","375"
"72547904","4075","4075","4075"
"72550304","650","650","650"
"72552192","4150","4150","4150"
"72554112","700","700","700"
"72557888","4150","4150","4150"
"72558240","775","775","775"
"72559360","4175","4175","4175"
"72559520","800","800","800"
"72560064","600","600","600"
"72560768","4250","4250","4250"
"72561024","4150","4150","4150"
"72562048","4225","4225","4225"
"72562464","4100","4100","4100"
"72562528","4050","4050","4050"
"72567680","825","825","825"
"72568608","700","700","700"
"72570400","650","650","650"
"72570752","700","700","700"
"72573216","750","750","750"
"72573824","3925","3925","3925"
"72573920","4125","4125","4125"
"72574432","725","725","725"
"72575648","4175","4175","4175"
"72578016","4175","4175","4175"
"72578208","3925","3925","3925"
"72580480","4175","4175","4175"
"72580736","4075","4075","4075"
"72585312","4100","4100","4100"
"72585408","4275","4275","4275"
"72586912","4600","4600","4600"
"72590144","800","800","800"
"72590176","775","775","775"
"72590784","4125","4125","4125"
"72591008","500","500","500"
"72591456","4175","4175","4175"
"72591488","4050","4050","4050"
"72593184","775","775","775"
"72593952","800","800","800"
"72595008","4250","4250","4250"
"72595520","625","625","625"
"72596864","4025","4025","4025"
"72597248","4025","4025","4025"
"72597504","4200","4200","4200"
"72597536","4375","4375","4375"
"72598560","4175","4175","4175"
"72601152","4050","4050","4050"
"72601664","4275","4275","4275"
"72602784","4125","4125","4125"
"72607680","4225","4225","4225"
"72609856","4050","4050","4050"
"72611392","4100","4100","4100"
"72611744","4175","4175","4175"
"72612768","750","750","750"
"72612928","800","800","800"
"72614272","4225","4225","4225"
"72614528","4075","4075","4075"
"72614880","3975","3975","3975"
"72615648","4100","4100","4100"
"72615936","725","725","725"
"72616640","4300","4300","4300"
"72616832","4325","4325","4325"
"72619104","725","725","725"
"72620320","700","700","700"
"72622752","4050","4050","4050"
"72623424","4225","4225","4225"
"72623488","725","725","725"
"72625408","4725","4725","4725"
"72626432","4075","4075","4075"
"72626464","4175","4175","4175"
"72628256","775","775","775"
"72628960","4200","4200","4200"
"72630304","3925","3925","3925"
"72633120","750","750","750"
"72633184","4125","4125","4125"
"72633952","200","200","200"
"72634176","4250","4250","4250"
"72634272","4175","4175","4175"
"72634528","4275","4275","4275"
"72635552","4100","4100","4100"
"72636960","4000","4000","4000"
"72637984","4075","4075","4075"
"72638688","800","800","800"
"72640128","4400","4400","4400"
"72640544","4050","4050","4050"
"72641728","3950","3950","3950"
"72641824","3950","3950","3950"
"72643296","1325","1325","1325"
"72646976","4200","4200","4200"
"72649024","4050","4050","4050"
"72649120","4075","4075","4075"
"72649440","4875","4875","4875"
"72649888","800","800","800"
"72650208","750","750","750"
"72651872","4450","4450","4450"
"72651968","725","725","725"
"72655744","4250","4250","4250"
"72655936","775","775","775"
"72656640","825","825","825"
"72657088","800","800","800"
"72657408","750","750","750"
"72658144","825","825","825"
"72660384","4200","4200","4200"
"72660704","4100","4100","4100"
"72661344","775","775","775"
"72661760","3950","3950","3950"
"72663392","825","825","825"
"72666176","725","725","725"
"72668576","700","700","700"
"72669888","775","775","775"
"72669984","4050","4050","4050"
"72670048","700","700","700"
"72671200","4125","4125","4125"
"72674240","750","750","750"
"72675392","4050","4050","4050"
"72675616","750","750","750"
"72676384","650","650","650"
"72677440","775","775","775"
"72678048","4075","4075","4075"
"72679456","4075","4075","4075"
"72679488","4225","4225","4225"
"72679648","4225","4225","4225"
"72683072","4750","4750","4750"
"72683104","800","800","800"
"72684320","4275","4275","4275"
"72686528","475","475","475"
"72688320","4250","4250","4250"
"72690560","825","825","825"
"72690752","4075","4075","4075"
"72691296","3975","3975","3975"
"72694720","4075","4075","4075"
"72695136","775","775","775"
"72695360","4100","4100","4100"
"72695968","4425","4425","4425"
"72698112","3925","3925","3925"
"72699264","700","700","700"
"72699392","4700","4700","4700"
"72699968","625","625","625"
"72700896","4075","4075","4075"
"72701504","800","800","800"
"72701632","4600","4600","4600"
"72702144","4200","4200","4200"
"72702432","725","725","725"
"72702624","475","475","475"
"72703936","325","325","325"
"72706368","4275","4275","4275"
"72709056","3950","3950","3950"
"72710240","775","775","775"
"72710688","4200","4200","4200"
"72712000","4150","4150","4150"
"72714080","725","725","725"
"72714304","750","750","750"
"72715904","725","725","725"
"72717696","725","725","725"
"72718784","725","725","725"
"72718816","750","750","750"
"72719040","375","375","375"
"72720448","4150","4150","4150"
"72721056","4050","4050","4050"
"72722848","4550","4550","4550"
"72724736","725","725","725"
"72725248","3975","3975","3975"
"72725600","4175","4175","4175"
"72725632","775","775","775"
"72727328","4050","4050","4050"
"72728704","4125","4125","4125"
"72728864","4050","4050","4050"
"72729344","4125","4125","4125"
"72732096","800","800","800"
"72733344","650","650","650"
"72735744","4025","4025","4025"
"72736064","650","650","650"
"72736352","4150","4150","4150"
"72737504","4050","4050","4050"
"72739232","700","700","700"
"72739648","750","750","750"
"72740288","4150","4150","4150"
"72741728","750","750","750"
"72741760","4025","4025","4025"
"72743136","750","750","750"
"72743936","725","725","725"
"72745024","4225","4225","4225"
"72745824","275","275","275"
"72746080","725","725","725"
"72746272","4750","4750","4750"
"72746304","650","650","650"
"72746400","4225","4225","4225"
"72748096","650","650","650"
"72753792","4000","4000","4000"
"72754976","725","725","725"
"72755680","4150","4150","4150"
"72756416","625","625","625"
"72758400","675","675","675"
"72759168","4100","4100","4100"
"72760768","675","675","675"
"72761280","4150","4150","4150"
"72761312","4125","4125","4125"
"72761536","750","750","750"
"72764672","4075","4075","4075"
"72765792","800","800","800"
"72765920","800","800","800"
"72766976","800","800","800"
"72767520","4225","4225","4225"
"72767648","800","800","800"
"72767776","700","700","700"
"72770144","4100","4100","4100"
"72770176","4125","4125","4125"
"72770624","750","750","750"
"72773056","800","800","800"
"72775744","800","800","800"
"72777056","700","700","700"
"72777088","4050","4050","4050"
"72777184","4075","4075","4075"
"72778912","725","725","725"
"72780128","800","800","800"
"72780992","525","525","525"
"72781056","4150","4150","4150"
"72782176","725","725","725"
"72782752","4250","4250","4250"
"72785216","700","700","700"
"72786592","3925","3925","3925"
"72788928","4200","4200","4200"
"72789024","3950","3950","3950"
"72790240","4325","4325","4325"
"72791040","4250","4250","4250"
"72792960","3975","3975","3975"
"72793152","800","800","800"
"72796416","3925","3925","3925"
"72796672","675","675","675"
"72797664","4125","4125","4125"
"72797760","950","950","950"
"72799808","4125","4125","4125"
"72802368","725","725","725"
"72804032","3950","3950","3950"
"72805088","700","700","700"
"72806016","650","650","650"
"72807520","775","775","775"
"72808736","4175","4175","4175"
"72808768","4200","4200","4200"
"72809696","625","625","625"
"72813312","350","350","350"
"72813888","4075","4075","4075"
"72814624","4675","4675","4675"
"72814944","4275","4275","4275"
"72815328","700","700","700"
"72816640","4025","4025","4025"
"72816864","4100","4100","4100"
"72819328","4100","4100","4100"
"72820160","4125","4125","4125"
"72820448","775","775","775"
"72820480","775","775","775"
"72822016","4150","4150","4150"
"72824928","4250","4250","4250"
"72825152","800","800","800"
"72825408","4700","4700","4700"
"72825504","4100","4100","4100"
"72825664","625","625","625"
"72828064","750","750","750"
"72830944","750","750","750"
"72831648","4100","4100","4100"
"72833312","4225","4225","4225"
"72833408","725","725","725"
"72833504","700","700","700"
"72833856","4275","4275","4275"
"72835680","4275","4275","4275"
"72837376","4050","4050","4050"
"72837920","4075","4075","4075"
"72838816","4050","4050","4050"
"72840352","800","800","800"
"72840928","4050","4050","4050"
"72842624","775","775","775"
"72843136","4325","4325","4325"
"72844960","200","200","200"
"72846720","4175","4175","4175"
"72847680","750","750","750"
"72848832","4850","4850","4850"
"72850880","3925","3925","3925"
"72852192","4400","4400","4400"
"72852416","725","725","725"
"72852672","700","700","700"
"72853120","4200","4200","4200"
"72853728","4150","4150","4150"
"72854784","4075","4075","4075"
"72855840","4125","4125","4125"
"72856992","4000","4000","4000"
"72857408","4175","4175","4175"
"72858080","3975","3975","3975"
"72859328","800","800","800"
"72859872","4050","4050","4050"
"72859968","4200","4200","4200"
"72861344","4100","4100","4100"
"72861408","825","825","825"
"72864352","700","700","700"
"72865952","750","750","750"
"72867136","25","25","25"
"72869280","800","800","800"
"72869888","700","700","700"
"72870208","750","750","750"
"72871200","700","700","700"
"72872096","4200","4200","4200"
"72873312","4100","4100","4100"
"72876096","800","800","800"
"72879712","4000","4000","4000"
"72881408","4125","4125","4125"
"72884320","775","775","775"
"72885152","800","800","800"
"72885600","0","0","0"
"72886400","4050","4050","4050"
"72886784","4150","4150","4150"
"72886944","725","725","725"
"72887328","4150","4150","4150"
"72888832","4100","4100","4100"
"72889344","4100","4100","4100"
"72889728","750","750","750"
"72889952","4025","4025","4025"
"72891840","4125","4125","4125"
"72891904","700","700","700"
"72892224","775","775","775"
"72893120","4225","4225","4225"
"72894560","725","725","725"
"72894848","4125","4125","4125"
"72895360","4150","4150","4150"
"72897120","675","675","675"
"72897856","700","700","700"
"72898144","4025","4025","4025"
"72898208","4075","4075","4075"
"72899808","4050","4050","4050"
"72901280","750","750","750"
"72902592","700","700","700"
"72903680","4075","4075","4075"
"72903936","675","675","675"
"72906432","750","750","750"
"72910112","4025","4025","4025"
"72911296","4250","4250","4250"
"72912352","4275","4275","4275"
"72912512","750","750","750"
"72912544","4075","4075","4075"
"72912800","825","825","825"
"72912896","675","675","675"
"72913184","4100","4100","4100"
"72916832","4150","4150","4150"
"72917088","4100","4100","4100"
"72917152","4075","4075","4075"
"72917280","750","750","750"
"72917440","4300","4300","4300"
"72920576","4250","4250","4250"
"72921024","4075","4075","4075"
"72922624","675","675","675"
"72924160","700","700","700"
"72925152","675","675","675"
"72926144","775","775","775"
"72927040","4125","4125","4125"
"72927936","750","750","750"
"72928736","4075","4075","4075"
"72929600","700","700","700"
"72929792","600","600","600"
"72931040","775","775","775"
"72931360","800","800","800"
"72932256","4250","4250","4250"
"72932416","700","700","700"
"72933600","800","800","800"
"72933696","4250","4250","4250"
"72936544","675","675","675"
"72936768","775","775","775"
"72939840","4150","4150","4150"
"72942048","4250","4250","4250"
"72942624","775","775","775"
"72942720","4275","4275","4275"
"72944128","725","725","725"
"72944768","825","825","825"
"72945760","750","750","750"
"72946016","700","700","700"
"72948288","4275","4275","4275"
"72950400","4150","4150","4150"
"72953760","4075","4075","4075"
"72955392","4225","4225","4225"
"72955808","4600","4600","4600"
"72959776","725","725","725"
"72962784","4250","4250","4250"
"72965216","750","750","750"
"72966112","800","800","800"
"72966240","4225","4225","4225"
"72967072","4225","4225","4225"
"72967296","4100","4100","4100"
"72967456","675","675","675"
"72968768","700","700","700"
"72968928","4150","4150","4150"
"72969216","4250","4250","4250"
"72969344","775","775","775"
"72970464","4075","4075","4075"
"72970496","4100","4100","4100"
"72971488","4925","4925","4925"
"72972672","4125","4125","4125"
"72973440","700","700","700"
"72973472","4200","4200","4200"
"72973984","4075","4075","4075"
"72975200","225","225","225"
"72975680","3925","3925","3925"
"72979424","1325","1325","1325"
"72979616","725","725","725"
"72980704","750","750","750"
"72981632","4000","4000","4000"
"72983616","750","750","750"
"72983744","800","800","800"
"72984256","3925","3925","3925"
"72984736","700","700","700"
"72985504","275","275","275"
"72987200","750","750","750"
"72988736","4175","4175","4175"
"72988800","750","750","750"
"72989120","4050","4050","4050"
"72990880","4500","4500","4500"
"72991680","800","800","800"
"72991744","825","825","825"
"72993312","675","675","675"
"72993792","750","750","750"
"72994656","675","675","675"
"72995552","675","675","675"
"72995776","3975","3975","3975"
"72996896","700","700","700"
"72997984","4025","4025","4025"
"72999040","3925","3925","3925"
"73001248","4100","4100","4100"
"73002080","800","800","800"
"73003392","775","775","775"
"73003872","675","675","675"
"73005728","4025","4025","4025"
"73011072","1300","1300","1300"
"73011424","750","750","750"
"73011648","4650","4650","4650"
"73012448","775","775","775"
"73015040","700","700","700"
"73015104","775","775","775"
"73015552","625","625","625"
"73015872","4175","4175","4175"
"73016960","4050","4050","4050"
"73017280","3975","3975","3975"
"73019552","4100","4100","4100"
"73020576","4000","4000","4000"
"73020736","750","750","750"
"73022304","4025","4025","4025"
"73022592","4000","4000","4000"
"73022912","4100","4100","4100"
"73025120","4725","4725","4725"
"73026144","4000","4000","4000"
"73026976","825","825","825"
"73027040","725","725","725"
"73027840","775","775","775"
"73028832","4075","4075","4075"
"73030656","800","800","800"
"73031008","4275","4275","4275"
"73032448","825","825","825"
"73034784","4050","4050","4050"
"73035456","4125","4125","4125"
"73035616","750","750","750"
"73036416","450","450","450"
"73037120","4050","4050","4050"
"73040608","4175","4175","4175"
"73041216","4125","4125","4125"
"73042976","650","650","650"
"73044416","675","675","675"
"73044672","4050","4050","4050"
"73049088","4100","4100","4100"
"73049952","775","775","775"
"73051232","700","700","700"
"73053408","4125","4125","4125"
"73053632","800","800","800"
"73053760","4525","4525","4525"
"73056800","700","700","700"
"73056896","675","675","675"
"73057472","4125","4125","4125"
"73057952","4000","4000","4000"
"73058528","650","650","650"
"73058720","4025","4025","4025"
"73059488","4150","4150","4150"
"73061184","800","800","800"
"73064288","3950","3950","3950"
"73064704","4250","4250","4250"
"73065280","4475","4475","4475"
"73065344","4150","4150","4150"
"73065952","725","725","725"
"73066400","725","725","725"
"73067488","750","750","750"
"73068480","4000","4000","4000"
"73069184","625","625","625"
"73070368","675","675","675"
"73071200","825","825","825"
"73071552","775","775","775"
"73072288","4050","4050","4050"
"73073024","4075","4075","4075"
"73073536","775","775","775"
"73073920","750","750","750"
"73074912","4425","4425","4425"
"73076000","800","800","800"
"73076416","4150","4150","4150"
"73077600","4025","4025","4025"
