"Step","FuN_qbert_runseed=0 - training/episode/reward","FuN_qbert_runseed=0 - training/episode/reward__MIN","FuN_qbert_runseed=0 - training/episode/reward__MAX"
"898512","425","425","425"
"899224","575","575","575"
"899400","500","500","500"
"901520","625","625","625"
"901592","575","575","575"
"902008","650","650","650"
"902328","500","500","500"
"902976","550","550","550"
"903240","650","650","650"
"903760","525","525","525"
"904936","650","650","650"
"905608","650","650","650"
"907024","525","525","525"
"907936","575","575","575"
"908840","525","525","525"
"910416","575","575","575"
"911104","500","500","500"
"913720","625","625","625"
"914072","525","525","525"
"915128","600","600","600"
"917296","625","625","625"
"917528","450","450","450"
"917752","625","625","625"
"919752","550","550","550"
"922976","525","525","525"
"923152","600","600","600"
"923760","525","525","525"
"924904","575","575","575"
"925200","675","675","675"
"925336","575","575","575"
"926232","525","525","525"
"926248","525","525","525"
"926928","525","525","525"
"927120","575","575","575"
"928112","600","600","600"
"928480","600","600","600"
"928568","475","475","475"
"931392","600","600","600"
"932104","600","600","600"
"932440","700","700","700"
"932680","500","500","500"
"936168","625","625","625"
"936352","575","575","575"
"937616","525","525","525"
"938352","650","650","650"
"939184","700","700","700"
"939424","1225","1225","1225"
"939440","650","650","650"
"939760","625","625","625"
"940408","700","700","700"
"940600","525","525","525"
"941808","500","500","500"
"942696","525","525","525"
"943056","650","650","650"
"943704","725","725","725"
"944808","650","650","650"
"945592","550","550","550"
"948328","450","450","450"
"948480","575","575","575"
"949088","525","525","525"
"949576","525","525","525"
"950920","525","525","525"
"951088","475","475","475"
"951816","625","625","625"
"953816","600","600","600"
"953936","575","575","575"
"954024","575","575","575"
"954696","550","550","550"
"954904","500","500","500"
"955120","475","475","475"
"955872","575","575","575"
"956856","525","525","525"
"957664","600","600","600"
"958088","575","575","575"
"958296","625","625","625"
"961008","600","600","600"
"961080","550","550","550"
"961344","725","725","725"
"964040","550","550","550"
"964608","550","550","550"
"966240","525","525","525"
"967440","625","625","625"
"967488","550","550","550"
"968072","600","600","600"
"971128","525","525","525"
"971144","575","575","575"
"971160","650","650","650"
"972832","525","525","525"
"974512","450","450","450"
"974536","550","550","550"
"976632","600","600","600"
"977216","650","650","650"
"977624","625","625","625"
"978704","575","575","575"
"979392","575","575","575"
"979520","525","525","525"
"980296","525","525","525"
"980648","600","600","600"
"981304","575","575","575"
"982200","600","600","600"
"982672","500","500","500"
"983288","500","500","500"
"983792","675","675","675"
"984032","500","500","500"
"986112","450","450","450"
"986552","525","525","525"
"987208","475","475","475"
"988336","475","475","475"
"989112","250","250","250"
"990376","675","675","675"
"990760","600","600","600"
"991112","575","575","575"
"992464","450","450","450"
"992680","650","650","650"
"994400","650","650","650"
"994576","600","600","600"
"994600","600","600","600"
"995584","675","675","675"
"995728","650","650","650"
"997160","600","600","600"
"997552","550","550","550"
"998504","575","575","575"
"998776","525","525","525"
"999712","725","725","725"
"999992","500","500","500"
"1000056","675","675","675"
"1001296","1075","1075","1075"
"1001384","600","600","600"
"1001816","550","550","550"
"1002584","500","500","500"
"1006104","725","725","725"
"1007176","550","550","550"
"1007456","1100","1100","1100"
"1008016","625","625","625"
"1008192","575","575","575"
"1008616","625","625","625"
"1008784","600","600","600"
"1010176","575","575","575"
"1010288","625","625","625"
"1011888","700","700","700"
"1012336","650","650","650"
"1013672","600","600","600"
"1013800","675","675","675"
"1014384","550","550","550"
"1016816","550","550","550"
"1016992","550","550","550"
"1018064","675","675","675"
"1018296","550","550","550"
"1018584","675","675","675"
"1019000","600","600","600"
"1020520","650","650","650"
"1022512","650","650","650"
"1022944","725","725","725"
"1023336","600","600","600"
"1023592","600","600","600"
"1024272","425","425","425"
"1024360","550","550","550"
"1026456","575","575","575"
"1026480","600","600","600"
"1027336","550","550","550"
"1027456","550","550","550"
"1027752","600","600","600"
"1028664","500","500","500"
"1029456","625","625","625"
"1029512","550","550","550"
"1030304","525","525","525"
"1032448","575","575","575"
"1034120","650","650","650"
"1034584","1100","1100","1100"
"1035248","475","475","475"
"1035400","700","700","700"
"1035512","625","625","625"
"1035912","575","575","575"
"1036648","575","575","575"
"1037952","600","600","600"
"1038616","575","575","575"
"1038720","1125","1125","1125"
"1038768","575","575","575"
"1039256","625","625","625"
"1039760","575","575","575"
"1040552","525","525","525"
"1041896","550","550","550"
"1042192","575","575","575"
"1042320","600","600","600"
"1042544","625","625","625"
"1044992","450","450","450"
"1045016","575","575","575"
"1045544","525","525","525"
"1047256","575","575","575"
"1047416","525","525","525"
"1048464","500","500","500"
"1048592","500","500","500"
"1051136","550","550","550"
"1051848","650","650","650"
"1052288","500","500","500"
"1054160","625","625","625"
"1054256","625","625","625"
"1055408","525","525","525"
"1055472","475","475","475"
"1057304","600","600","600"
"1057352","600","600","600"
"1058528","600","600","600"
"1059000","600","600","600"
"1059816","625","625","625"
"1060488","550","550","550"
"1061080","625","625","625"
"1061104","575","575","575"
"1061672","550","550","550"
"1061728","600","600","600"
"1064048","475","475","475"
"1064384","700","700","700"
"1064720","575","575","575"
"1064792","500","500","500"
"1064904","525","525","525"
"1065160","575","575","575"
"1067496","500","500","500"
"1067840","450","450","450"
"1068480","775","775","775"
"1068512","700","700","700"
"1069784","625","625","625"
"1070392","500","500","500"
"1070856","525","525","525"
"1071688","550","550","550"
"1072096","600","600","600"
"1072752","525","525","525"
"1072944","575","575","575"
"1073800","450","450","450"
"1074424","550","550","550"
"1075560","575","575","575"
"1076016","525","525","525"
"1077232","525","525","525"
"1077296","500","500","500"
"1078728","550","550","550"
"1079904","500","500","500"
"1080408","575","575","575"
"1080784","500","500","500"
"1081008","575","575","575"
"1081304","450","450","450"
"1081456","600","600","600"
"1082784","475","475","475"
"1083776","550","550","550"
"1084152","600","600","600"
"1084656","575","575","575"
"1085032","475","475","475"
"1085776","525","525","525"
"1086552","525","525","525"
"1086872","525","525","525"
"1087488","500","500","500"
"1088088","650","650","650"
"1088160","625","625","625"
"1088312","600","600","600"
"1089472","525","525","525"
"1090672","500","500","500"
"1091160","600","600","600"
"1091272","600","600","600"
"1091288","525","525","525"
"1093392","525","525","525"
"1095184","600","600","600"
"1095768","625","625","625"
"1096592","550","550","550"
"1097768","675","675","675"
"1098080","650","650","650"
"1099272","500","500","500"
"1099656","650","650","650"
"1100760","625","625","625"
"1100952","425","425","425"
"1102248","550","550","550"
"1102968","650","650","650"
"1103248","600","600","600"
"1103800","700","700","700"
"1104488","675","675","675"
"1106704","700","700","700"
"1107080","575","575","575"
"1107392","475","475","475"
"1109016","600","600","600"
"1110136","625","625","625"
"1110232","575","575","575"
"1110624","625","625","625"
"1113384","525","525","525"
"1113792","575","575","575"
"1113976","575","575","575"
"1114064","525","525","525"
"1114288","575","575","575"
"1114624","675","675","675"
"1116344","500","500","500"
"1116744","500","500","500"
"1117064","550","550","550"
"1118528","600","600","600"
"1119960","625","625","625"
"1120296","550","550","550"
"1120408","575","575","575"
"1121088","650","650","650"
"1122128","625","625","625"
"1122432","550","550","550"
"1123776","500","500","500"
"1124080","725","725","725"
"1125336","725","725","725"
"1125344","575","575","575"
"1126808","500","500","500"
"1126840","625","625","625"
"1126984","600","600","600"
"1128440","575","575","575"
"1129688","600","600","600"
"1129760","550","550","550"
"1130152","550","550","550"
"1130512","600","600","600"
"1132416","700","700","700"
"1132544","650","650","650"
"1132800","600","600","600"
"1133024","550","550","550"
"1133416","600","600","600"
"1133752","600","600","600"
"1135712","625","625","625"
"1135920","575","575","575"
"1135968","550","550","550"
"1136040","500","500","500"
"1136472","600","600","600"
"1136704","600","600","600"
"1139560","550","550","550"
"1139608","600","600","600"
"1139768","550","550","550"
"1139776","700","700","700"
"1140808","575","575","575"
"1142048","550","550","550"
"1142352","550","550","550"
"1143192","625","625","625"
"1144320","575","575","575"
"1145168","500","500","500"
"1145224","550","550","550"
"1145504","625","625","625"
"1145776","500","500","500"
"1147528","725","725","725"
"1147984","700","700","700"
"1148360","550","550","550"
"1148600","525","525","525"
"1148944","575","575","575"
"1150416","650","650","650"
"1150872","600","600","600"
"1151936","500","500","500"
"1153928","575","575","575"
"1154520","525","525","525"
"1154656","700","700","700"
"1155000","600","600","600"
"1155448","575","575","575"
"1155632","675","675","675"
"1157368","575","575","575"
"1157408","500","500","500"
"1158424","650","650","650"
"1158576","500","500","500"
"1159064","600","600","600"
"1160336","500","500","500"
"1160416","625","625","625"
"1162424","525","525","525"
"1163160","600","600","600"
"1163536","550","550","550"
"1163672","600","600","600"
"1163984","500","500","500"
"1164080","450","450","450"
"1164656","500","500","500"
"1165408","500","500","500"
"1166376","575","575","575"
"1166744","625","625","625"
"1166944","625","625","625"
"1167304","625","625","625"
"1167896","575","575","575"
"1168848","650","650","650"
"1169712","575","575","575"
"1170056","575","575","575"
"1170760","625","625","625"
"1172248","625","625","625"
"1173096","600","600","600"
"1175240","650","650","650"
"1175912","525","525","525"
"1176368","625","625","625"
"1180216","600","600","600"
"1181672","450","450","450"
"1182336","675","675","675"
"1182920","525","525","525"
"1183224","600","600","600"
"1184904","550","550","550"
"1185608","625","625","625"
"1185880","525","525","525"
"1186000","575","575","575"
"1187984","575","575","575"
"1188720","475","475","475"
"1189056","500","500","500"
"1190304","625","625","625"
"1191312","600","600","600"
"1191848","525","525","525"
"1191984","550","550","550"
"1192168","600","600","600"
"1192408","600","600","600"
"1192984","725","725","725"
"1193416","625","625","625"
"1195440","575","575","575"
"1197816","525","525","525"
"1197976","525","525","525"
"1198176","525","525","525"
"1198408","575","575","575"
"1199008","600","600","600"
"1199856","625","625","625"
"1200392","450","450","450"
"1201256","625","625","625"
"1203408","675","675","675"
"1203448","600","600","600"
"1204344","600","600","600"
"1204424","600","600","600"
"1204744","550","550","550"
"1206288","500","500","500"
