"Step","a3c_Frostbite_runseed=0 - training/episode/reward","a3c_Frostbite_runseed=0 - training/episode/reward__MIN","a3c_Frostbite_runseed=0 - training/episode/reward__MAX"
"14082496","260","260","260"
"14083808","240","240","240"
"14083872","200","200","200"
"14084384","200","200","200"
"14086688","260","260","260"
"14087360","260","260","260"
"14088576","260","260","260"
"14090304","250","250","250"
"14090624","210","210","210"
"14091392","240","240","240"
"14092128","230","230","230"
"14093280","240","240","240"
"14094016","210","210","210"
"14095936","210","210","210"
"14096064","210","210","210"
"14096864","240","240","240"
"14097472","220","220","220"
"14098112","260","260","260"
"14099296","260","260","260"
"14099328","210","210","210"
"14100640","250","250","250"
"14101792","250","250","250"
"14101824","220","220","220"
"14102496","230","230","230"
"14102944","220","220","220"
"14106976","230","230","230"
"14108096","180","180","180"
"14109024","240","240","240"
"14109312","260","260","260"
"14116352","250","250","250"
"14116768","250","250","250"
"14118528","260","260","260"
"14119968","240","240","240"
"14120000","230","230","230"
"14121120","260","260","260"
"14122464","250","250","250"
"14124960","240","240","240"
"14125152","250","250","250"
"14125216","260","260","260"
"14125664","250","250","250"
"14126368","250","250","250"
"14130112","220","220","220"
"14130368","260","260","260"
"14132320","250","250","250"
"14132736","260","260","260"
"14133408","260","260","260"
"14134080","230","230","230"
"14134464","260","260","260"
"14134688","250","250","250"
"14136096","260","260","260"
"14136128","270","270","270"
"14136512","260","260","260"
"14138144","260","260","260"
"14140000","230","230","230"
"14141280","280","280","280"
"14141600","260","260","260"
"14142944","260","260","260"
"14144896","240","240","240"
"14144928","220","220","220"
"14146976","240","240","240"
"14147456","250","250","250"
"14148000","250","250","250"
"14148928","250","250","250"
"14149216","250","250","250"
"14149312","260","260","260"
"14150816","260","260","260"
"14151776","260","260","260"
"14152736","260","260","260"
"14153856","250","250","250"
"14154176","240","240","240"
"14154496","240","240","240"
"14156224","260","260","260"
"14157408","220","220","220"
"14157472","250","250","250"
"14158560","210","210","210"
"14158976","260","260","260"
"14159168","260","260","260"
"14160704","200","200","200"
"14161280","260","260","260"
"14162912","250","250","250"
"14163968","260","260","260"
"14165120","270","270","270"
"14165920","250","250","250"
"14166560","260","260","260"
"14167232","230","230","230"
"14168480","260","260","260"
"14170400","260","260","260"
"14171392","250","250","250"
"14171680","240","240","240"
"14171936","250","250","250"
"14172928","180","180","180"
"14173504","260","260","260"
"14173728","250","250","250"
"14174240","250","250","250"
"14177024","250","250","250"
"14178592","260","260","260"
"14181600","260","260","260"
"14183424","270","270","270"
"14184160","260","260","260"
"14184288","260","260","260"
"14185696","260","260","260"
"14187328","240","240","240"
"14188224","240","240","240"
"14188768","250","250","250"
"14189888","260","260","260"
"14190176","250","250","250"
"14191648","250","250","250"
"14191680","260","260","260"
"14192448","260","260","260"
"14194880","240","240","240"
"14196512","230","230","230"
"14196928","220","220","220"
"14198560","260","260","260"
"14198720","260","260","260"
"14199872","260","260","260"
"14200224","260","260","260"
"14200704","250","250","250"
"14200864","250","250","250"
"14201728","250","250","250"
"14201856","260","260","260"
"14202528","260","260","260"
"14203520","260","260","260"
"14204608","250","250","250"
"14205984","240","240","240"
"14206208","260","260","260"
"14207648","250","250","250"
"14209120","260","260","260"
"14214560","260","260","260"
"14215904","260","260","260"
"14217472","250","250","250"
"14217600","260","260","260"
"14217632","250","250","250"
"14217856","260","260","260"
"14219360","240","240","240"
"14219552","250","250","250"
"14219840","280","280","280"
"14220832","260","260","260"
"14221792","260","260","260"
"14221888","260","260","260"
"14221952","260","260","260"
"14222592","250","250","250"
"14222752","260","260","260"
"14225312","260","260","260"
"14226080","260","260","260"
"14226688","270","270","270"
"14228704","260","260","260"
"14231584","260","260","260"
"14231744","260","260","260"
"14235232","260","260","260"
"14235392","250","250","250"
"14235456","260","260","260"
"14235776","260","260","260"
"14237152","260","260","260"
"14237408","260","260","260"
"14237632","260","260","260"
"14237888","260","260","260"
"14238080","260","260","260"
"14238528","240","240","240"
"14240384","250","250","250"
"14241664","260","260","260"
"14242144","240","240","240"
"14242592","260","260","260"
"14243424","220","220","220"
"14246976","260","260","260"
"14247040","260","260","260"
"14248704","260","260","260"
"14249088","250","250","250"
"14249344","260","260","260"
"14250688","250","250","250"
"14250784","250","250","250"
"14251616","240","240","240"
"14253376","250","250","250"
"14253696","240","240","240"
"14254624","260","260","260"
"14254912","260","260","260"
"14255808","260","260","260"
"14256576","260","260","260"
"14257248","250","250","250"
"14257536","260","260","260"
"14259584","240","240","240"
"14262816","250","250","250"
"14263168","260","260","260"
"14263456","250","250","250"
"14263488","290","290","290"
"14266048","260","260","260"
"14266848","260","260","260"
"14267424","260","260","260"
"14268768","240","240","240"
"14268928","220","220","220"
"14269344","260","260","260"
"14269728","260","260","260"
"14271008","260","260","260"
"14271648","250","250","250"
"14271712","260","260","260"
"14272096","260","260","260"
"14272928","250","250","250"
"14273344","240","240","240"
"14275040","250","250","250"
"14275808","260","260","260"
"14277952","260","260","260"
"14280768","260","260","260"
"14280896","220","220","220"
"14281696","260","260","260"
"14282176","260","260","260"
"14283840","260","260","260"
"14285504","260","260","260"
"14285632","270","270","270"
"14286176","260","260","260"
"14287392","260","260","260"
"14287456","220","220","220"
"14288576","250","250","250"
"14289120","260","260","260"
"14290624","250","250","250"
"14291136","250","250","250"
"14291552","260","260","260"
"14291840","260","260","260"
"14292640","270","270","270"
"14296352","260","260","260"
"14297568","260","260","260"
"14298464","260","260","260"
"14298720","260","260","260"
"14301664","260","260","260"
"14302208","260","260","260"
"14302528","260","260","260"
"14304288","260","260","260"
"14304448","260","260","260"
"14305024","250","250","250"
"14307424","260","260","260"
"14307456","240","240","240"
"14308256","260","260","260"
"14308800","260","260","260"
"14310528","260","260","260"
"14312672","240","240","240"
"14314304","260","260","260"
"14318080","260","260","260"
"14319360","260","260","260"
"14320032","260","260","260"
"14320128","250","250","250"
"14323040","250","250","250"
"14324096","220","220","220"
"14326080","250","250","250"
"14326304","250","250","250"
"14327040","260","260","260"
"14327296","260","260","260"
"14327392","260","260","260"
"14328128","260","260","260"
"14328576","260","260","260"
"14329280","250","250","250"
"14330208","260","260","260"
"14330240","250","250","250"
"14331520","240","240","240"
"14332960","250","250","250"
"14333120","240","240","240"
"14335168","260","260","260"
"14335616","250","250","250"
"14335712","260","260","260"
"14335968","260","260","260"
"14337728","260","260","260"
"14338848","260","260","260"
"14339840","220","220","220"
"14341728","240","240","240"
"14342464","270","270","270"
"14343456","250","250","250"
"14344032","260","260","260"
"14344064","250","250","250"
"14344224","260","260","260"
"14345952","260","260","260"
"14346400","260","260","260"
"14349216","240","240","240"
"14349376","260","260","260"
"14350720","260","260","260"
"14351488","260","260","260"
"14351840","250","250","250"
"14352928","260","260","260"
"14353760","250","250","250"
"14354304","260","260","260"
"14355232","250","250","250"
"14356384","260","260","260"
"14357408","260","260","260"
"14358880","230","230","230"
"14359104","260","260","260"
"14359520","260","260","260"
"14359936","260","260","260"
"14361568","260","260","260"
"14361952","250","250","250"
"14361984","260","260","260"
"14362624","260","260","260"
"14363520","260","260","260"
"14363904","260","260","260"
"14364832","250","250","250"
"14365088","250","250","250"
"14366976","260","260","260"
"14367872","260","260","260"
"14368352","260","260","260"
"14370016","260","260","260"
"14370240","260","260","260"
"14370336","250","250","250"
"14370400","260","260","260"
"14370432","260","260","260"
"14372256","260","260","260"
"14372416","260","260","260"
"14374560","260","260","260"
"14374976","260","260","260"
"14376576","260","260","260"
"14378944","260","260","260"
"14379168","220","220","220"
"14380256","260","260","260"
"14380608","260","260","260"
"14380832","260","260","260"
"14381120","260","260","260"
"14381568","250","250","250"
"14385824","250","250","250"
"14386944","250","250","250"
"14388096","250","250","250"
"14388672","260","260","260"
"14388768","260","260","260"
"14390400","260","260","260"
"14392384","260","260","260"
"14392576","260","260","260"
"14392896","260","260","260"
"14393248","250","250","250"
"14393728","260","260","260"
"14394368","260","260","260"
"14394496","220","220","220"
"14394784","260","260","260"
"14395392","260","260","260"
"14397344","260","260","260"
"14397792","260","260","260"
"14400480","270","270","270"
"14402016","260","260","260"
"14403616","240","240","240"
"14403904","250","250","250"
"14406016","260","260","260"
"14406400","260","260","260"
"14409312","260","260","260"
"14409408","210","210","210"
"14410688","270","270","270"
"14411616","260","260","260"
"14412768","260","260","260"
"14412992","240","240","240"
"14413216","250","250","250"
"14414048","260","260","260"
"14417760","260","260","260"
"14417952","250","250","250"
"14420128","260","260","260"
"14421824","260","260","260"
"14422336","230","230","230"
"14422432","260","260","260"
"14422688","260","260","260"
"14425792","260","260","260"
"14426048","250","250","250"
"14426464","260","260","260"
"14426496","270","270","270"
"14427328","260","260","260"
"14428032","260","260","260"
"14428896","240","240","240"
"14430048","260","260","260"
"14431168","250","250","250"
"14435392","240","240","240"
"14435552","260","260","260"
"14435648","260","260","260"
"14437280","260","260","260"
"14438176","260","260","260"
"14439136","260","260","260"
"14439328","260","260","260"
"14439808","250","250","250"
"14439840","260","260","260"
"14440448","260","260","260"
"14444448","260","260","260"
"14444704","250","250","250"
"14444960","260","260","260"
"14445088","260","260","260"
"14445280","260","260","260"
"14445888","260","260","260"
"14446848","250","250","250"
"14447008","260","260","260"
"14450112","260","260","260"
"14450368","260","260","260"
"14450528","260","260","260"
"14453056","260","260","260"
"14453088","250","250","250"
"14453952","260","260","260"
"14454624","260","260","260"
"14455616","230","230","230"
"14456128","260","260","260"
"14456800","260","260","260"
"14457440","260","260","260"
"14457696","260","260","260"
"14458752","260","260","260"
"14459712","260","260","260"
"14461504","270","270","270"
"14462304","260","260","260"
"14463200","250","250","250"
