"Step","a3c_Frostbite_runseed=0 - training/episode/reward","a3c_Frostbite_runseed=0 - training/episode/reward__MIN","a3c_Frostbite_runseed=0 - training/episode/reward__MAX"
"91767392","250","250","250"
"91767776","270","270","270"
"91770272","250","250","250"
"91771680","250","250","250"
"91771744","250","250","250"
"91774240","250","250","250"
"91776416","250","250","250"
"91776544","250","250","250"
"91777728","270","270","270"
"91777792","240","240","240"
"91778048","270","270","270"
"91779456","270","270","270"
"91781664","250","250","250"
"91782048","250","250","250"
"91782528","270","270","270"
"91783104","240","240","240"
"91783360","250","250","250"
"91783744","270","270","270"
"91784288","250","250","250"
"91785376","290","290","290"
"91785600","250","250","250"
"91785920","250","250","250"
"91788288","250","250","250"
"91788448","250","250","250"
"91788704","250","250","250"
"91788800","250","250","250"
"91792672","250","250","250"
"91793792","250","250","250"
"91795488","250","250","250"
"91796000","250","250","250"
"91796480","240","240","240"
"91798592","240","240","240"
"91799392","250","250","250"
"91800640","250","250","250"
"91801344","270","270","270"
"91801696","250","250","250"
"91802144","250","250","250"
"91803616","270","270","270"
"91805344","270","270","270"
"91806656","250","250","250"
"91806912","240","240","240"
"91809856","240","240","240"
"91810560","270","270","270"
"91811168","270","270","270"
"91812256","270","270","270"
"91813216","240","240","240"
"91814752","260","260","260"
"91815360","250","250","250"
"91815488","270","270","270"
"91817152","250","250","250"
"91818080","240","240","240"
"91818432","270","270","270"
"91818688","250","250","250"
"91819040","270","270","270"
"91819168","250","250","250"
"91819680","250","250","250"
"91820672","260","260","260"
"91821920","250","250","250"
"91821984","250","250","250"
"91823616","250","250","250"
"91824320","270","270","270"
"91824992","250","250","250"
"91828832","270","270","270"
"91829344","280","280","280"
"91829728","250","250","250"
"91830112","250","250","250"
"91830400","270","270","270"
"91832992","250","250","250"
"91833696","270","270","270"
"91834208","250","250","250"
"91835264","270","270","270"
"91835808","270","270","270"
"91838016","250","250","250"
"91838080","250","250","250"
"91838240","250","250","250"
"91839488","280","280","280"
"91840800","250","250","250"
"91842624","250","250","250"
"91843872","270","270","270"
"91844768","250","250","250"
"91845536","250","250","250"
"91847136","270","270","270"
"91847392","250","250","250"
"91848096","270","270","270"
"91848384","250","250","250"
"91848800","250","250","250"
"91849952","260","260","260"
"91850112","250","250","250"
"91850560","270","270","270"
"91850912","260","260","260"
"91850944","250","250","250"
"91853568","260","260","260"
"91854592","250","250","250"
"91854848","250","250","250"
"91855136","260","260","260"
"91856704","250","250","250"
"91857280","240","240","240"
"91857760","270","270","270"
"91857824","260","260","260"
"91859648","250","250","250"
"91859872","250","250","250"
"91861952","270","270","270"
"91863872","270","270","270"
"91865184","250","250","250"
"91865344","270","270","270"
"91865664","270","270","270"
"91866368","250","250","250"
"91866592","270","270","270"
"91866688","240","240","240"
"91866752","260","260","260"
"91871200","250","250","250"
"91871232","270","270","270"
"91871936","270","270","270"
"91872832","260","260","260"
"91873376","270","270","270"
"91873536","240","240","240"
"91875424","250","250","250"
"91877984","270","270","270"
"91878656","250","250","250"
"91879264","250","250","250"
"91879392","250","250","250"
"91881920","270","270","270"
"91882336","270","270","270"
"91882848","250","250","250"
"91885024","270","270","270"
"91886816","270","270","270"
"91887392","260","260","260"
"91888512","270","270","270"
"91888832","270","270","270"
"91890080","270","270","270"
"91890720","260","260","260"
"91891168","270","270","270"
"91892384","270","270","270"
"91894080","270","270","270"
"91894720","270","270","270"
"91895296","270","270","270"
"91896320","260","260","260"
"91896448","260","260","260"
"91896512","260","260","260"
"91899264","250","250","250"
"91900608","270","270","270"
"91902048","270","270","270"
"91903136","270","270","270"
"91906912","240","240","240"
"91907328","270","270","270"
"91907552","270","270","270"
"91908320","250","250","250"
"91908640","270","270","270"
"91908832","270","270","270"
"91909664","270","270","270"
"91910336","270","270","270"
"91910720","260","260","260"
"91910976","260","260","260"
"91912064","270","270","270"
"91913088","270","270","270"
"91913280","260","260","260"
"91914560","260","260","260"
"91915040","270","270","270"
"91918624","270","270","270"
"91919136","270","270","270"
"91920544","270","270","270"
"91923456","270","270","270"
"91923808","270","270","270"
"91923840","270","270","270"
"91923904","270","270","270"
"91924704","250","250","250"
"91927200","270","270","270"
"91927744","270","270","270"
"91928512","270","270","270"
"91928992","270","270","270"
"91929056","250","250","250"
"91929536","270","270","270"
"91930880","260","260","260"
"91931168","270","270","270"
"91931264","260","260","260"
"91932672","250","250","250"
"91933984","250","250","250"
"91937216","250","250","250"
"91937472","270","270","270"
"91939136","260","260","260"
"91941248","250","250","250"
"91941792","270","270","270"
"91942432","270","270","270"
"91943808","240","240","240"
"91945120","270","270","270"
"91945632","270","270","270"
"91946208","270","270","270"
"91946304","250","250","250"
"91947360","260","260","260"
"91947808","270","270","270"
"91948256","270","270","270"
"91948672","260","260","260"
"91948992","270","270","270"
"91950656","250","250","250"
"91950912","270","270","270"
"91953696","270","270","270"
"91957056","260","260","260"
"91957472","270","270","270"
"91957984","260","260","260"
"91960160","270","270","270"
"91961024","270","270","270"
"91963104","270","270","270"
"91963296","270","270","270"
"91963328","270","270","270"
"91963392","270","270","270"
"91963648","270","270","270"
"91964288","260","260","260"
"91965088","270","270","270"
"91965728","270","270","270"
"91966560","300","300","300"
"91966688","240","240","240"
"91967360","270","270","270"
"91967520","270","270","270"
"91967808","270","270","270"
"91970240","270","270","270"
"91972512","270","270","270"
"91973984","260","260","260"
"91974528","260","260","260"
"91976480","270","270","270"
"91978176","270","270","270"
"91979680","270","270","270"
"91980288","260","260","260"
"91980608","270","270","270"
"91981120","270","270","270"
"91982688","270","270","270"
"91982848","270","270","270"
"91982880","270","270","270"
"91983168","270","270","270"
"91984928","270","270","270"
"91985696","270","270","270"
"91987232","250","250","250"
"91988320","250","250","250"
"91990240","270","270","270"
"91992704","270","270","270"
"91992928","270","270","270"
"91994528","250","250","250"
"91997216","260","260","260"
"91997344","260","260","260"
"91997632","270","270","270"
"91997920","270","270","270"
"91999168","270","270","270"
"91999904","270","270","270"
"91999968","270","270","270"
"92001440","270","270","270"
"92001696","270","270","270"
"92002624","270","270","270"
"92004544","270","270","270"
"92005984","270","270","270"
"92007392","260","260","260"
"92008320","270","270","270"
"92009952","270","270","270"
"92010912","260","260","260"
"92011328","250","250","250"
"92013440","270","270","270"
"92013984","260","260","260"
"92014016","270","270","270"
"92014528","270","270","270"
"92015296","270","270","270"
"92016256","270","270","270"
"92016896","270","270","270"
"92017120","270","270","270"
"92017920","270","270","270"
"92018400","240","240","240"
"92018784","260","260","260"
"92021184","260","260","260"
"92023616","270","270","270"
"92023712","270","270","270"
"92026368","270","270","270"
"92026944","270","270","270"
"92027296","270","270","270"
"92029472","250","250","250"
"92029632","260","260","260"
"92030528","220","220","220"
"92030784","270","270","270"
"92030976","270","270","270"
"92032160","270","270","270"
"92032864","270","270","270"
"92033472","270","270","270"
"92034144","270","270","270"
"92035072","260","260","260"
"92035872","270","270","270"
"92037760","250","250","250"
"92038560","270","270","270"
"92038912","270","270","270"
"92040480","270","270","270"
"92041792","270","270","270"
"92043840","270","270","270"
"92044352","250","250","250"
"92044800","270","270","270"
"92048672","270","270","270"
"92048960","270","270","270"
"92050752","250","250","250"
"92050848","240","240","240"
"92051456","250","250","250"
"92051776","250","250","250"
"92052256","270","270","270"
"92052864","270","270","270"
"92052928","270","270","270"
"92053440","270","270","270"
"92053728","270","270","270"
"92055264","260","260","260"
"92055872","260","260","260"
"92056960","270","270","270"
"92057824","270","270","270"
"92058688","250","250","250"
"92061120","270","270","270"
"92061760","260","260","260"
"92062400","270","270","270"
"92064416","270","270","270"
"92064640","270","270","270"
"92066848","260","260","260"
"92067168","270","270","270"
"92067328","270","270","270"
"92067584","260","260","260"
"92068096","270","270","270"
"92069088","270","270","270"
"92069856","270","270","270"
"92071040","270","270","270"
"92071424","270","270","270"
"92072928","250","250","250"
"92075424","270","270","270"
"92075808","270","270","270"
"92075968","270","270","270"
"92076608","270","270","270"
"92078048","270","270","270"
"92078144","270","270","270"
"92078720","270","270","270"
"92078944","270","270","270"
"92079072","270","270","270"
"92081856","270","270","270"
"92082912","260","260","260"
"92085024","270","270","270"
"92085440","270","270","270"
"92086752","270","270","270"
"92088288","270","270","270"
"92089152","270","270","270"
"92090720","200","200","200"
"92093312","270","270","270"
"92093760","270","270","270"
"92093888","270","270","270"
"92094016","270","270","270"
"92094528","270","270","270"
"92095840","270","270","270"
"92096064","270","270","270"
"92096512","270","270","270"
"92097696","270","270","270"
"92100128","270","270","270"
"92100544","270","270","270"
"92102400","270","270","270"
"92103168","270","270","270"
"92103744","270","270","270"
"92104032","270","270","270"
"92105056","300","300","300"
"92106112","260","260","260"
"92106496","270","270","270"
"92108032","270","270","270"
"92110368","270","270","270"
"92110848","270","270","270"
"92113152","260","260","260"
"92113216","270","270","270"
"92114240","260","260","260"
"92114656","270","270","270"
"92116256","260","260","260"
"92116320","270","270","270"
"92117888","270","270","270"
"92118720","270","270","270"
"92118784","270","270","270"
"92120032","270","270","270"
"92123840","250","250","250"
"92124576","270","270","270"
"92124672","270","270","270"
"92125696","270","270","270"
"92125856","270","270","270"
"92127040","270","270","270"
"92128832","270","270","270"
"92129376","300","300","300"
"92129920","270","270","270"
"92130112","270","270","270"
"92132384","260","260","260"
"92133344","270","270","270"
"92133792","270","270","270"
"92135168","270","270","270"
"92136576","270","270","270"
"92137440","260","260","260"
"92137728","270","270","270"
"92137984","270","270","270"
"92138208","270","270","270"
"92138656","260","260","260"
"92140736","270","270","270"
"92140800","270","270","270"
"92141504","270","270","270"
"92141824","270","270","270"
"92144864","270","270","270"
"92146368","260","260","260"
"92146592","300","300","300"
"92147520","270","270","270"
"92148800","270","270","270"
"92148896","270","270","270"
"92149216","270","270","270"
"92151808","270","270","270"
"92153536","270","270","270"
"92155488","270","270","270"
"92155904","270","270","270"
"92155936","270","270","270"
"92156000","270","270","270"
"92156736","270","270","270"
"92156768","270","270","270"
"92157920","260","260","260"
"92159200","270","270","270"
"92159904","260","260","260"
"92160608","270","270","270"
"92163680","260","260","260"
"92164000","230","230","230"
"92164512","260","260","260"
"92164768","270","270","270"
"92165408","270","270","270"
"92169920","270","270","270"
"92170944","270","270","270"
"92171008","270","270","270"
"92173312","270","270","270"
"92173344","270","270","270"
"92173728","270","270","270"
"92175008","270","270","270"
"92175680","270","270","270"
"92176064","270","270","270"
"92176096","230","230","230"
"92176608","270","270","270"
"92177568","260","260","260"
"92178112","270","270","270"
"92180672","270","270","270"
"92181312","260","260","260"
"92181408","270","270","270"
"92181504","270","270","270"
"92184288","270","270","270"
"92184832","270","270","270"
"92187616","270","270","270"
"92187968","270","270","270"
"92189088","270","270","270"
"92192480","270","270","270"
"92192544","260","260","260"
"92193248","270","270","270"
"92193760","250","250","250"
"92194176","270","270","270"
"92194560","270","270","270"
"92195424","270","270","270"
"92197120","270","270","270"
"92197728","270","270","270"
"92197760","270","270","270"
"92197984","270","270","270"
"92198304","260","260","260"
"92199424","270","270","270"
"92200544","260","260","260"
"92202048","240","240","240"
"92204896","270","270","270"
"92206080","270","270","270"
"92206912","300","300","300"
"92209536","270","270","270"
"92209600","270","270","270"
"92209664","270","270","270"
"92209984","270","270","270"
"92210272","270","270","270"
"92210528","260","260","260"
"92212128","270","270","270"
"92212896","270","270","270"
"92214464","270","270","270"
"92215200","270","270","270"
"92215840","270","270","270"
"92217888","270","270","270"
"92219008","270","270","270"
"92219776","260","260","260"
"92224960","270","270","270"
"92225216","270","270","270"
"92225536","270","270","270"
"92225952","270","270","270"
"92227712","270","270","270"
"92227872","270","270","270"
"92228576","270","270","270"
"92229504","270","270","270"
"92230656","270","270","270"
"92232448","260","260","260"
"92233152","260","260","260"
"92233312","260","260","260"
"92233792","260","260","260"
"92234368","270","270","270"
"92234432","260","260","260"
"92234752","270","270","270"
"92235040","270","270","270"
"92235296","270","270","270"
"92235424","270","270","270"
"92236064","270","270","270"
"92239968","270","270","270"
"92241088","270","270","270"
"92241408","270","270","270"
"92242720","260","260","260"
"92243104","270","270","270"
"92244608","270","270","270"
"92247008","270","270","270"
"92247328","270","270","270"
"92249184","270","270","270"
"92250528","260","260","260"
"92250880","270","270","270"
"92251264","270","270","270"
"92251360","270","270","270"
"92253600","270","270","270"
"92258368","270","270","270"
"92258496","270","270","270"
"92258848","270","270","270"
"92259264","270","270","270"
"92259456","270","270","270"
"92263456","270","270","270"
"92264736","270","270","270"
"92265664","270","270","270"
"92266976","260","260","260"
"92267168","260","260","260"
"92267392","270","270","270"
"92268928","270","270","270"
"92269408","270","270","270"
"92269952","270","270","270"
"92270048","270","270","270"
"92270080","270","270","270"
"92270976","270","270","270"
"92271264","270","270","270"
"92272352","270","270","270"
"92276192","270","270","270"
"92277088","270","270","270"
"92277152","270","270","270"
"92278304","270","270","270"
"92281024","270","270","270"
"92281376","270","270","270"
"92281696","270","270","270"
"92282112","250","250","250"
"92283552","270","270","270"
"92283776","270","270","270"
"92283904","270","270","270"
"92285952","270","270","270"
"92286016","260","260","260"
"92286912","270","270","270"
"92287136","270","270","270"
"92287776","270","270","270"
"92289408","270","270","270"
"92290240","270","270","270"
"92290752","260","260","260"
"92292448","260","260","260"
"92293248","270","270","270"
"92293920","260","260","260"
"92294528","270","270","270"
"92295008","270","270","270"
"92295360","260","260","260"
"92296480","270","270","270"
"92296544","270","270","270"
"92299104","270","270","270"
"92299904","270","270","270"
"92300032","270","270","270"
"92300832","270","270","270"
"92301728","270","270","270"
"92302112","270","270","270"
"92302304","250","250","250"
"92302784","270","270","270"
"92304448","270","270","270"
"92304640","220","220","220"
"92305056","270","270","270"
"92307104","310","310","310"
"92308352","260","260","260"
"92311936","270","270","270"
"92312288","260","260","260"
"92312544","270","270","270"
"92314976","270","270","270"
"92316000","270","270","270"
"92316512","270","270","270"
"92320064","260","260","260"
"92321856","270","270","270"
"92322944","270","270","270"
"92323872","270","270","270"
"92325440","270","270","270"
"92329440","260","260","260"
"92331456","260","260","260"
"92332064","250","250","250"
"92334048","270","270","270"
"92334272","260","260","260"
"92337152","270","270","270"
"92337280","270","270","270"
"92339328","270","270","270"
"92339840","270","270","270"
"92340160","270","270","270"
"92342176","270","270","270"
"92344224","270","270","270"
"92345376","250","250","250"
"92345568","270","270","270"
"92346752","270","270","270"
"92347104","270","270","270"
"92349024","260","260","260"
"92349184","270","270","270"
"92350272","260","260","260"
"92351392","270","270","270"
"92351648","270","270","270"
"92352160","270","270","270"
"92352896","270","270","270"
"92353216","270","270","270"
"92355040","270","270","270"
"92355744","260","260","260"
"92356224","270","270","270"
"92356256","270","270","270"
"92357216","270","270","270"
"92358688","270","270","270"
"92358784","260","260","260"
"92359040","260","260","260"
"92360512","250","250","250"
"92360768","270","270","270"
"92362432","270","270","270"
"92364800","270","270","270"
"92365632","270","270","270"
"92367040","270","270","270"
"92367936","270","270","270"
"92368416","270","270","270"
"92368864","270","270","270"
"92370208","270","270","270"
"92371776","270","270","270"
"92372544","270","270","270"
"92372640","270","270","270"
"92374016","270","270","270"
"92374208","270","270","270"
"92375360","270","270","270"
"92375488","270","270","270"
"92376544","270","270","270"
"92376896","260","260","260"
"92377760","270","270","270"
"92379296","270","270","270"
"92382016","260","260","260"
"92383712","270","270","270"
"92384032","270","270","270"
"92384224","270","270","270"
"92384384","270","270","270"
"92384448","260","260","260"
"92385440","270","270","270"
"92388992","270","270","270"
"92390304","270","270","270"
"92390560","270","270","270"
"92391296","270","270","270"
"92391968","270","270","270"
"92394176","260","260","260"
"92396864","270","270","270"
"92397664","270","270","270"
"92400256","260","260","260"
"92401856","260","260","260"
"92402848","250","250","250"
"92402912","270","270","270"
"92404256","270","270","270"
"92408000","240","240","240"
"92409760","260","260","260"
"92410144","270","270","270"
"92411776","250","250","250"
"92412928","270","270","270"
"92413984","270","270","270"
"92414528","270","270","270"
"92417216","250","250","250"
"92418176","270","270","270"
"92419360","270","270","270"
"92421920","270","270","270"
"92422592","270","270","270"
"92422752","270","270","270"
"92424160","270","270","270"
"92425088","270","270","270"
"92425600","250","250","250"
"92425888","260","260","260"
"92426144","250","250","250"
"92430176","250","250","250"
"92430304","260","260","260"
"92431584","250","250","250"
"92436064","270","270","270"
"92436704","270","270","270"
"92436992","270","270","270"
"92437280","270","270","270"
"92437824","270","270","270"
"92438048","270","270","270"
"92439072","270","270","270"
"92440864","260","260","260"
"92441664","270","270","270"
"92442560","260","260","260"
"92443360","270","270","270"
"92444352","270","270","270"
"92449216","270","270","270"
"92449344","260","260","260"
"92450176","270","270","270"
"92450336","270","270","270"
"92450400","270","270","270"
"92450688","270","270","270"
"92454816","270","270","270"
"92455424","270","270","270"
"92456608","270","270","270"
"92456672","270","270","270"
"92457568","270","270","270"
"92459264","270","270","270"
"92460032","270","270","270"
"92460864","270","270","270"
"92461408","270","270","270"
"92464480","270","270","270"
"92464544","260","260","260"
"92467232","270","270","270"
"92468480","270","270","270"
"92468928","270","270","270"
"92469440","260","260","260"
"92471936","270","270","270"
"92472416","270","270","270"
"92473056","270","270","270"
"92473536","270","270","270"
"92474624","270","270","270"
"92477152","270","270","270"
"92478144","270","270","270"
"92479264","260","260","260"
"92480992","270","270","270"
"92481504","270","270","270"
"92482016","270","270","270"
"92482912","270","270","270"
"92484800","270","270","270"
"92487808","300","300","300"
"92489664","270","270","270"
"92489792","270","270","270"
"92490528","270","270","270"
"92490880","270","270","270"
"92491072","260","260","260"
"92492064","270","270","270"
"92493280","270","270","270"
"92493632","270","270","270"
"92494496","270","270","270"
"92494976","260","260","260"
"92496544","310","310","310"
"92497600","260","260","260"
"92500096","270","270","270"
"92501056","250","250","250"
"92501088","270","270","270"
"92502272","270","270","270"
"92502912","260","260","260"
"92503904","270","270","270"
"92504672","260","260","260"
"92505024","260","260","260"
"92507040","270","270","270"
"92507648","270","270","270"
"92509024","270","270","270"
"92509664","260","260","260"
"92509696","270","270","270"
"92510400","270","270","270"
"92511104","270","270","270"
"92511392","270","270","270"
"92511520","270","270","270"
"92515360","270","270","270"
"92517696","270","270","270"
"92519360","270","270","270"
"92523904","260","260","260"
"92524384","270","270","270"
"92526048","270","270","270"
"92528032","270","270","270"
"92528096","270","270","270"
"92528736","270","270","270"
"92529120","270","270","270"
"92529184","270","270","270"
"92530272","270","270","270"
"92533376","270","270","270"
"92534912","270","270","270"
"92535072","270","270","270"
"92535392","260","260","260"
"92536000","300","300","300"
"92536704","270","270","270"
"92537696","270","270","270"
"92538368","270","270","270"
"92538688","270","270","270"
"92541376","270","270","270"
"92542144","270","270","270"
"92542336","250","250","250"
"92542720","270","270","270"
"92543680","270","270","270"
"92544768","260","260","260"
"92545184","270","270","270"
"92546592","270","270","270"
"92546880","270","270","270"
"92548768","270","270","270"
"92549152","270","270","270"
"92552800","270","270","270"
"92553152","270","270","270"
"92553664","270","270","270"
"92553760","270","270","270"
"92554016","270","270","270"
"92556416","270","270","270"
"92557312","260","260","260"
"92557760","240","240","240"
"92557888","270","270","270"
"92558272","270","270","270"
"92559424","270","270","270"
"92560800","270","270","270"
"92562304","270","270","270"
"92562624","260","260","260"
"92562816","270","270","270"
"92563136","260","260","260"
"92564576","270","270","270"
"92568512","270","270","270"
"92568544","270","270","270"
"92569920","270","270","270"
"92569984","270","270","270"
"92573664","270","270","270"
"92573952","270","270","270"
"92574496","270","270","270"
"92574816","270","270","270"
"92576896","270","270","270"
"92577056","270","270","270"
"92577376","270","270","270"
"92578016","270","270","270"
"92579360","270","270","270"
"92579392","270","270","270"
"92580864","270","270","270"
"92580896","270","270","270"
"92583552","270","270","270"
"92583936","270","270","270"
"92586144","270","270","270"
"92587808","270","270","270"
"92588672","260","260","260"
"92588992","270","270","270"
"92589472","270","270","270"
"92590560","270","270","270"
"92593184","270","270","270"
"92593248","270","270","270"
"92594496","270","270","270"
"92595296","270","270","270"
"92596192","310","310","310"
"92596224","260","260","260"
"92596928","270","270","270"
"92597056","270","270","270"
"92597952","270","270","270"
"92598592","270","270","270"
"92598656","270","270","270"
"92598944","270","270","270"
"92599904","270","270","270"
"92600928","300","300","300"
"92600960","270","270","270"
"92602848","270","270","270"
"92604224","270","270","270"
"92605312","260","260","260"
"92609568","270","270","270"
"92609760","250","250","250"
"92611616","270","270","270"
"92611872","270","270","270"
"92612672","270","270","270"
"92613056","270","270","270"
"92613952","270","270","270"
"92614528","270","270","270"
"92614912","270","270","270"
"92618208","260","260","260"
"92618240","270","270","270"
"92618816","270","270","270"
"92619232","270","270","270"
"92620992","250","250","250"
"92621056","260","260","260"
"92622240","270","270","270"
"92622400","270","270","270"
"92622624","270","270","270"
"92628096","250","250","250"
"92629376","260","260","260"
"92630400","250","250","250"
"92630880","270","270","270"
"92632000","270","270","270"
"92633536","270","270","270"
"92633600","270","270","270"
"92635424","270","270","270"
"92635616","260","260","260"
"92635776","270","270","270"
"92637056","270","270","270"
"92637408","270","270","270"
"92637888","250","250","250"
"92639584","250","250","250"
"92640032","280","280","280"
"92640832","270","270","270"
"92641248","270","270","270"
"92643008","270","270","270"
"92645024","270","270","270"
"92645248","250","250","250"
"92646080","260","260","260"
"92647584","260","260","260"
"92647712","270","270","270"
"92651872","270","270","270"
"92652384","270","270","270"
"92653728","270","270","270"
"92654048","260","260","260"
"92654144","270","270","270"
"92654432","270","270","270"
"92656896","270","270","270"
"92657056","270","270","270"
"92658272","270","270","270"
"92658400","270","270","270"
"92658432","270","270","270"
"92658528","270","270","270"
"92659968","250","250","250"
"92661728","230","230","230"
"92662720","270","270","270"
"92665376","270","270","270"
"92665632","270","270","270"
"92667968","270","270","270"
"92668416","240","240","240"
"92668928","270","270","270"
"92671040","270","270","270"
"92672032","270","270","270"
"92673088","240","240","240"
"92673280","270","270","270"
"92674848","270","270","270"
"92674912","260","260","260"
"92675104","270","270","270"
"92676160","270","270","270"
"92676928","250","250","250"
"92677312","270","270","270"
"92678368","270","270","270"
"92679008","270","270","270"
"92682080","270","270","270"
"92683488","270","270","270"
"92683584","270","270","270"
"92684448","300","300","300"
"92686624","230","230","230"
"92686688","270","270","270"
"92689088","260","260","260"
"92689120","270","270","270"
"92689856","250","250","250"
"92691648","270","270","270"
"92691872","270","270","270"
"92692800","260","260","260"
"92693216","270","270","270"
"92693408","270","270","270"
"92693920","270","270","270"
"92697856","270","270","270"
"92700960","270","270","270"
"92702080","270","270","270"
"92702176","270","270","270"
"92703136","270","270","270"
"92704320","270","270","270"
"92705440","260","260","260"
"92705664","270","270","270"
"92706208","270","270","270"
"92706240","270","270","270"
"92706720","270","270","270"
"92707840","270","270","270"
"92708704","250","250","250"
"92709504","270","270","270"
"92710464","270","270","270"
"92711232","260","260","260"
"92711776","270","270","270"
"92713344","270","270","270"
"92714368","260","260","260"
"92715776","270","270","270"
"92715840","270","270","270"
"92718176","270","270","270"
"92719744","270","270","270"
"92720704","270","270","270"
"92721120","260","260","260"
"92725088","260","260","260"
"92725120","260","260","260"
"92725504","270","270","270"
"92725600","270","270","270"
"92726080","270","270","270"
"92726944","270","270","270"
"92727200","270","270","270"
"92727680","270","270","270"
"92727968","270","270","270"
"92728352","310","310","310"
"92728512","270","270","270"
"92728544","270","270","270"
"92732384","260","260","260"
"92735968","270","270","270"
"92739168","270","270","270"
"92739904","260","260","260"
"92740384","260","260","260"
"92742048","270","270","270"
"92743392","270","270","270"
"92744256","270","270","270"
"92744608","270","270","270"
"92745440","270","270","270"
"92747552","270","270","270"
"92748800","270","270","270"
"92748992","270","270","270"
"92749440","260","260","260"
"92750272","270","270","270"
"92756480","270","270","270"
"92757120","270","270","270"
"92757376","260","260","260"
"92758720","270","270","270"
"92760128","270","270","270"
"92760992","270","270","270"
"92761184","260","260","260"
"92761216","270","270","270"
"92761856","270","270","270"
"92763200","270","270","270"
"92763680","270","270","270"
"92764288","270","270","270"
"92765280","250","250","250"
"92765568","270","270","270"
"92766112","250","250","250"
"92768704","270","270","270"
"92772576","270","270","270"
"92773312","270","270","270"
"92774592","270","270","270"
"92774944","270","270","270"
"92777504","270","270","270"
"92777568","270","270","270"
"92777760","250","250","250"
"92778144","260","260","260"
"92779040","260","260","260"
"92780096","270","270","270"
"92780128","270","270","270"
"92781216","270","270","270"
"92781536","270","270","270"
"92783680","270","270","270"
"92784832","260","260","260"
"92785056","270","270","270"
"92785568","270","270","270"
"92785760","270","270","270"
"92788672","270","270","270"
"92791072","270","270","270"
"92791520","270","270","270"
"92792320","270","270","270"
"92792384","270","270","270"
"92793792","270","270","270"
"92794240","260","260","260"
"92795840","270","270","270"
"92796512","270","270","270"
"92796768","270","270","270"
"92797312","270","270","270"
"92798976","270","270","270"
"92799264","250","250","250"
"92800352","260","260","260"
"92801376","270","270","270"
"92801568","270","270","270"
"92802816","270","270","270"
"92807264","260","260","260"
"92807936","270","270","270"
"92808640","270","270","270"
"92811008","250","250","250"
"92812672","270","270","270"
"92812832","270","270","270"
"92814528","270","270","270"
"92816224","270","270","270"
"92817184","270","270","270"
"92817248","270","270","270"
"92818624","270","270","270"
"92818784","270","270","270"
"92819168","310","310","310"
"92819360","270","270","270"
"92819936","270","270","270"
"92823456","250","250","250"
"92824352","270","270","270"
"92825440","270","270","270"
"92828608","270","270","270"
"92828832","270","270","270"
"92828864","270","270","270"
"92830016","270","270","270"
"92830400","250","250","250"
"92830912","270","270","270"
"92831552","270","270","270"
"92831648","270","270","270"
"92833632","270","270","270"
"92836896","270","270","270"
"92839872","250","250","250"
"92840224","270","270","270"
"92840288","270","270","270"
"92841408","270","270","270"
"92846592","270","270","270"
"92846720","270","270","270"
"92848000","260","260","260"
"92849600","270","270","270"
"92850432","270","270","270"
"92850688","270","270","270"
"92850720","270","270","270"
"92851648","270","270","270"
"92851808","270","270","270"
"92852256","270","270","270"
"92852928","270","270","270"
"92853504","250","250","250"
"92853760","270","270","270"
"92855136","270","270","270"
"92856992","270","270","270"
"92857280","270","270","270"
"92862272","270","270","270"
"92864288","270","270","270"
"92864576","270","270","270"
"92865024","260","260","260"
"92865120","270","270","270"
"92866208","270","270","270"
"92866432","270","270","270"
"92866496","270","270","270"
"92867360","270","270","270"
"92867520","270","270","270"
"92867712","270","270","270"
"92869312","260","260","260"
"92869344","270","270","270"
"92870912","270","270","270"
"92873984","270","270","270"
"92874016","250","250","250"
"92876256","260","260","260"
"92879168","270","270","270"
"92879392","270","270","270"
"92881792","270","270","270"
"92882304","260","260","260"
"92882720","270","270","270"
"92883488","270","270","270"
"92883904","270","270","270"
"92884576","270","270","270"
"92885056","260","260","260"
"92887104","250","250","250"
"92887328","270","270","270"
"92888576","270","270","270"
"92888640","270","270","270"
"92890720","270","270","270"
"92891072","270","270","270"
"92893696","270","270","270"
"92895136","250","250","250"
"92897760","260","260","260"
"92899296","270","270","270"
"92900160","270","270","270"
"92901856","270","270","270"
"92902048","270","270","270"
"92903456","270","270","270"
"92903648","270","270","270"
"92904928","270","270","270"
"92905696","260","260","260"
"92906016","270","270","270"
"92906432","270","270","270"
"92906656","270","270","270"
"92906752","270","270","270"
"92907200","270","270","270"
"92908352","270","270","270"
"92908512","310","310","310"
"92912896","270","270","270"
"92915008","270","270","270"
"92915232","270","270","270"
"92917344","270","270","270"
"92918016","260","260","260"
"92919328","270","270","270"
"92919360","270","270","270"
"92921504","270","270","270"
"92923808","260","260","260"
"92924576","270","270","270"
"92924608","270","270","270"
"92924896","270","270","270"
"92927104","270","270","270"
"92930528","270","270","270"
"92931680","270","270","270"
"92932960","270","270","270"
"92934784","270","270","270"
"92935232","270","270","270"
"92936224","270","270","270"
"92936416","270","270","270"
"92937472","270","270","270"
"92939616","270","270","270"
"92940320","270","270","270"
"92940480","270","270","270"
"92941024","270","270","270"
"92941344","270","270","270"
"92941984","270","270","270"
"92944000","270","270","270"
"92944032","270","270","270"
"92945632","270","270","270"
"92946688","270","270","270"
"92948000","270","270","270"
"92948992","270","270","270"
"92950272","270","270","270"
"92951840","270","270","270"
