"Step","a3c_Gravitar_runseed=0 - training/episode/reward","a3c_Gravitar_runseed=0 - training/episode/reward__MIN","a3c_Gravitar_runseed=0 - training/episode/reward__MAX"
"14813536","600","600","600"
"14816288","250","250","250"
"14816544","500","500","500"
"14818368","600","600","600"
"14818848","450","450","450"
"14819712","200","200","200"
"14820160","100","100","100"
"14821536","100","100","100"
"14821920","600","600","600"
"14823584","350","350","350"
"14824416","100","100","100"
"14824448","100","100","100"
"14824768","250","250","250"
"14826272","500","500","500"
"14828064","100","100","100"
"14828448","250","250","250"
"14829088","250","250","250"
"14829216","0","0","0"
"14830048","250","250","250"
"14831072","350","350","350"
"14831616","250","250","250"
"14831936","250","250","250"
"14833696","200","200","200"
"14834112","250","250","250"
"14834144","0","0","0"
"14836000","600","600","600"
"14837888","100","100","100"
"14838528","250","250","250"
"14838560","100","100","100"
"14839808","250","250","250"
"14840448","0","0","0"
"14841568","0","0","0"
"14842880","350","350","350"
"14843840","200","200","200"
"14844448","350","350","350"
"14845600","350","350","350"
"14847616","350","350","350"
"14847648","700","700","700"
"14848352","350","350","350"
"14850240","450","450","450"
"14851072","100","100","100"
"14852128","1050","1050","1050"
"14853248","0","0","0"
"14854848","100","100","100"
"14856384","250","250","250"
"14856608","0","0","0"
"14858848","500","500","500"
"14859872","0","0","0"
"14861376","350","350","350"
"14864064","250","250","250"
"14864320","100","100","100"
"14864576","350","350","350"
"14866400","0","0","0"
"14868064","0","0","0"
"14869056","500","500","500"
"14870240","100","100","100"
"14871680","0","0","0"
"14873632","250","250","250"
"14875744","750","750","750"
"14875904","250","250","250"
"14876256","350","350","350"
"14878176","100","100","100"
"14880416","600","600","600"
"14882368","350","350","350"
"14882624","100","100","100"
"14882880","450","450","450"
"14885600","0","0","0"
"14886208","350","350","350"
"14886432","250","250","250"
"14887360","0","0","0"
"14887840","350","350","350"
"14887872","200","200","200"
"14888448","0","0","0"
"14890976","0","0","0"
"14891648","250","250","250"
"14891904","0","0","0"
"14892000","0","0","0"
"14892736","200","200","200"
"14893536","500","500","500"
"14893664","850","850","850"
"14894048","0","0","0"
"14895520","600","600","600"
"14896128","0","0","0"
"14897664","100","100","100"
"14899520","0","0","0"
"14900384","0","0","0"
"14900768","500","500","500"
"14901056","200","200","200"
"14901184","450","450","450"
"14901216","0","0","0"
"14902592","700","700","700"
"14904672","250","250","250"
"14905024","0","0","0"
"14905120","100","100","100"
"14906208","100","100","100"
"14907072","350","350","350"
"14908800","100","100","100"
"14909792","0","0","0"
"14910848","600","600","600"
"14912000","100","100","100"
"14912448","0","0","0"
"14912640","700","700","700"
"14913664","0","0","0"
"14914528","500","500","500"
"14914624","500","500","500"
"14914880","100","100","100"
"14915456","450","450","450"
"14917536","0","0","0"
"14920064","700","700","700"
"14920096","100","100","100"
"14920384","800","800","800"
"14922112","350","350","350"
"14922464","0","0","0"
"14924704","0","0","0"
"14924928","0","0","0"
"14925056","250","250","250"
"14926016","0","0","0"
"14926144","600","600","600"
"14926560","700","700","700"
"14927136","600","600","600"
"14927552","250","250","250"
"14928096","600","600","600"
"14929152","250","250","250"
"14931232","600","600","600"
"14931616","250","250","250"
"14932032","100","100","100"
"14932544","350","350","350"
"14934176","100","100","100"
"14936128","750","750","750"
"14939136","250","250","250"
"14939552","350","350","350"
"14940736","500","500","500"
"14941888","100","100","100"
"14943776","0","0","0"
"14944224","350","350","350"
"14944768","0","0","0"
"14945824","0","0","0"
"14947776","0","0","0"
"14949984","600","600","600"
"14950080","850","850","850"
"14950528","350","350","350"
"14952192","200","200","200"
"14953472","0","0","0"
"14953792","100","100","100"
"14956192","600","600","600"
"14957184","250","250","250"
"14958112","450","450","450"
"14961536","0","0","0"
"14961952","650","650","650"
"14963808","200","200","200"
"14964512","250","250","250"
"14965792","250","250","250"
"14966848","450","450","450"
"14968192","450","450","450"
"14969024","0","0","0"
"14969280","350","350","350"
"14971008","350","350","350"
"14971424","350","350","350"
"14971776","600","600","600"
"14972800","250","250","250"
"14973024","200","200","200"
"14973984","500","500","500"
"14974176","350","350","350"
"14976704","500","500","500"
"14976896","250","250","250"
"14978368","100","100","100"
"14978720","200","200","200"
"14978976","100","100","100"
"14982016","0","0","0"
"14983232","450","450","450"
"14983520","600","600","600"
"14984608","250","250","250"
"14984960","250","250","250"
"14987104","100","100","100"
"14987328","0","0","0"
"14989664","0","0","0"
"14991712","250","250","250"
"14992096","500","500","500"
"14993056","500","500","500"
"14996160","450","450","450"
"14997120","250","250","250"
"14998336","600","600","600"
"14998528","500","500","500"
"14999968","350","350","350"
"15001056","0","0","0"
"15001824","250","250","250"
"15002176","100","100","100"
"15002336","600","600","600"
"15002656","0","0","0"
"15002720","200","200","200"
"15004000","450","450","450"
"15006816","100","100","100"
"15009408","450","450","450"
"15011328","0","0","0"
"15014240","0","0","0"
"15014752","0","0","0"
"15015072","0","0","0"
"15015904","350","350","350"
"15016608","250","250","250"
"15016672","100","100","100"
"15017152","100","100","100"
"15018080","800","800","800"
"15018592","350","350","350"
"15019552","600","600","600"
"15019776","0","0","0"
"15021344","100","100","100"
"15022528","350","350","350"
"15022592","300","300","300"
"15022976","600","600","600"
"15023424","600","600","600"
"15025568","600","600","600"
"15026144","500","500","500"
"15027616","800","800","800"
"15027776","250","250","250"
"15031200","100","100","100"
"15031936","450","450","450"
"15033792","350","350","350"
"15034368","600","600","600"
"15034720","100","100","100"
"15035712","0","0","0"
"15035968","300","300","300"
"15036096","0","0","0"
"15036512","350","350","350"
"15038080","350","350","350"
"15039392","100","100","100"
"15040576","850","850","850"
"15040832","500","500","500"
"15041984","600","600","600"
"15042016","250","250","250"
"15042464","0","0","0"
"15042784","600","600","600"
"15043072","850","850","850"
"15043840","700","700","700"
"15044576","100","100","100"
"15045696","0","0","0"
"15045888","250","250","250"
"15050144","750","750","750"
"15050528","600","600","600"
"15052864","0","0","0"
"15054048","100","100","100"
"15054944","250","250","250"
"15055488","250","250","250"
"15055648","500","500","500"
"15056992","500","500","500"
"15059136","0","0","0"
"15060256","250","250","250"
"15060576","250","250","250"
"15062208","0","0","0"
"15062432","0","0","0"
"15063680","250","250","250"
"15064960","600","600","600"
"15065216","600","600","600"
"15065312","700","700","700"
"15065568","0","0","0"
"15066272","0","0","0"
"15069952","600","600","600"
"15070464","0","0","0"
"15070528","0","0","0"
"15070912","0","0","0"
"15072704","700","700","700"
"15073696","350","350","350"
"15074144","350","350","350"
"15075008","350","350","350"
"15075520","250","250","250"
"15078368","350","350","350"
"15080736","0","0","0"
"15081216","100","100","100"
"15081984","350","350","350"
"15082176","600","600","600"
"15082304","250","250","250"
"15082592","700","700","700"
"15084000","100","100","100"
"15084960","0","0","0"
"15088288","450","450","450"
"15089312","550","550","550"
"15090272","350","350","350"
"15090560","0","0","0"
"15090624","350","350","350"
"15090656","350","350","350"
"15091200","0","0","0"
"15092224","0","0","0"
"15093568","250","250","250"
"15094816","500","500","500"
"15096672","0","0","0"
"15098208","200","200","200"
"15100832","250","250","250"
"15101216","250","250","250"
"15101312","600","600","600"
"15101504","0","0","0"
"15102016","350","350","350"
"15102080","100","100","100"
"15102208","0","0","0"
"15102944","0","0","0"
"15103264","100","100","100"
"15104096","350","350","350"
"15105376","600","600","600"
"15106208","850","850","850"
"15107008","250","250","250"
"15109024","700","700","700"
"15109472","450","450","450"
"15109760","600","600","600"
"15112288","350","350","350"
"15112608","0","0","0"
"15113088","350","350","350"
"15115072","450","450","450"
"15116192","550","550","550"
"15116256","0","0","0"
"15118240","0","0","0"
"15118880","0","0","0"
"15120352","450","450","450"
"15120448","0","0","0"
"15120864","600","600","600"
"15121024","100","100","100"
"15122400","750","750","750"
"15123264","450","450","450"
"15123360","0","0","0"
"15123616","100","100","100"
"15123648","100","100","100"
"15125504","0","0","0"
"15125728","350","350","350"
"15126496","350","350","350"
"15126560","450","450","450"
"15128512","500","500","500"
"15132640","0","0","0"
"15134752","600","600","600"
"15137152","250","250","250"
"15137984","600","600","600"
"15138848","0","0","0"
"15139392","350","350","350"
"15139744","100","100","100"
"15140256","350","350","350"
"15140608","250","250","250"
"15141856","250","250","250"
"15141952","350","350","350"
"15142752","350","350","350"
"15143520","100","100","100"
"15144192","0","0","0"
"15144448","100","100","100"
"15144480","350","350","350"
"15144704","100","100","100"
"15146656","100","100","100"
"15148000","0","0","0"
"15151040","600","600","600"
"15151616","950","950","950"
"15151840","0","0","0"
"15152192","100","100","100"
"15152256","100","100","100"
"15153760","350","350","350"
"15156416","250","250","250"
"15156864","450","450","450"
"15158240","950","950","950"
"15159776","100","100","100"
"15160000","350","350","350"
"15160032","0","0","0"
"15160992","600","600","600"
"15162912","100","100","100"
"15163200","1050","1050","1050"
"15164864","0","0","0"
"15164928","600","600","600"
"15165056","500","500","500"
"15165888","250","250","250"
"15166144","0","0","0"
"15167296","350","350","350"
"15168800","0","0","0"
"15169920","200","200","200"
"15170624","0","0","0"
"15171232","500","500","500"
"15172192","350","350","350"
"15173472","250","250","250"
"15174464","850","850","850"
"15175808","350","350","350"
"15176128","600","600","600"
"15176896","250","250","250"
"15177696","0","0","0"
"15178496","350","350","350"
"15178656","600","600","600"
"15178688","600","600","600"
"15180288","700","700","700"
"15180320","0","0","0"
"15180480","100","100","100"
"15180544","250","250","250"
"15180608","600","600","600"
"15182336","0","0","0"
"15183104","100","100","100"
"15183488","0","0","0"
"15183808","200","200","200"
"15184384","200","200","200"
"15185504","250","250","250"
"15185632","0","0","0"
"15186336","250","250","250"
"15186592","250","250","250"
"15188864","600","600","600"
"15188896","0","0","0"
"15189856","350","350","350"
"15189888","250","250","250"
"15190880","350","350","350"
"15191200","850","850","850"
"15192672","100","100","100"
"15193760","350","350","350"
"15195520","0","0","0"
"15197408","0","0","0"
"15198560","0","0","0"
"15199680","100","100","100"
"15199840","100","100","100"
"15200288","0","0","0"
"15200832","700","700","700"
"15202432","100","100","100"
"15204384","0","0","0"
"15205440","100","100","100"
"15205696","450","450","450"
"15206688","550","550","550"
"15208000","0","0","0"
"15208128","450","450","450"
"15208288","850","850","850"
"15208352","100","100","100"
"15209152","100","100","100"
"15211104","700","700","700"
"15211584","0","0","0"
"15211712","100","100","100"
"15212160","100","100","100"
"15212992","100","100","100"
"15213824","500","500","500"
"15214336","0","0","0"
"15215104","100","100","100"
"15215904","500","500","500"
"15219008","350","350","350"
"15219520","700","700","700"
"15220000","350","350","350"
"15221056","750","750","750"
"15222624","0","0","0"
"15223424","300","300","300"
"15224672","500","500","500"
"15225888","350","350","350"
"15226080","750","750","750"
"15228896","0","0","0"
"15229088","100","100","100"
"15230432","0","0","0"
"15231168","100","100","100"
"15231456","100","100","100"
"15232448","350","350","350"
"15233440","550","550","550"
"15234720","350","350","350"
"15234848","100","100","100"
"15237088","0","0","0"
"15239040","200","200","200"
"15239136","450","450","450"
"15239200","550","550","550"
"15239424","0","0","0"
"15241408","0","0","0"
"15243648","0","0","0"
"15243680","0","0","0"
"15244192","250","250","250"
"15244224","600","600","600"
"15244416","0","0","0"
"15244448","0","0","0"
"15245344","100","100","100"
"15247456","0","0","0"
"15248416","250","250","250"
"15249088","200","200","200"
"15250240","250","250","250"
"15250656","0","0","0"
"15250976","0","0","0"
"15251936","250","250","250"
"15253120","250","250","250"
"15253376","700","700","700"
"15253888","0","0","0"
"15255072","850","850","850"
"15255296","350","350","350"
"15257152","0","0","0"
"15258912","700","700","700"
"15259360","450","450","450"
"15259840","550","550","550"
