"Step","FuN_Gravitar_runseed=0 - training/episode/reward","FuN_Gravitar_runseed=0 - training/episode/reward__MIN","FuN_Gravitar_runseed=0 - training/episode/reward__MAX"
"26799520","0","0","0"
"26800448","750","750","750"
"26800736","200","200","200"
"26800864","250","250","250"
"26803136","600","600","600"
"26803456","100","100","100"
"26804160","250","250","250"
"26805760","250","250","250"
"26809888","350","350","350"
"26810208","350","350","350"
"26810432","250","250","250"
"26810688","250","250","250"
"26810784","100","100","100"
"26810816","500","500","500"
"26812064","100","100","100"
"26812256","0","0","0"
"26812352","500","500","500"
"26812480","750","750","750"
"26814144","0","0","0"
"26814528","600","600","600"
"26817024","350","350","350"
"26819712","600","600","600"
"26819808","100","100","100"
"26820192","350","350","350"
"26820960","250","250","250"
"26821728","0","0","0"
"26823360","500","500","500"
"26824480","250","250","250"
"26824864","250","250","250"
"26827488","600","600","600"
"26828416","200","200","200"
"26829888","0","0","0"
"26830112","2100","2100","2100"
"26830176","250","250","250"
"26830304","800","800","800"
"26830912","250","250","250"
"26834240","250","250","250"
"26834368","100","100","100"
"26834720","250","250","250"
"26836384","600","600","600"
"26837376","600","600","600"
"26837952","250","250","250"
"26839008","350","350","350"
"26839584","250","250","250"
"26841408","250","250","250"
"26841536","250","250","250"
"26843552","500","500","500"
"26845280","250","250","250"
"26845376","500","500","500"
"26846688","200","200","200"
"26848352","0","0","0"
"26849440","250","250","250"
"26849952","500","500","500"
"26850624","0","0","0"
"26850848","500","500","500"
"26851456","100","100","100"
"26851968","500","500","500"
"26852480","100","100","100"
"26852768","350","350","350"
"26854592","500","500","500"
"26856000","350","350","350"
"26856960","600","600","600"
"26857792","250","250","250"
"26858080","250","250","250"
"26858176","750","750","750"
"26858336","250","250","250"
"26861440","500","500","500"
"26861600","600","600","600"
"26861632","0","0","0"
"26863968","200","200","200"
"26864512","250","250","250"
"26865088","200","200","200"
"26867872","700","700","700"
"26868928","450","450","450"
"26869088","850","850","850"
"26871200","700","700","700"
"26871232","500","500","500"
"26873696","250","250","250"
"26874272","250","250","250"
"26874752","0","0","0"
"26876416","250","250","250"
"26878624","0","0","0"
"26879360","0","0","0"
"26880224","500","500","500"
"26880576","0","0","0"
"26881152","250","250","250"
"26885888","500","500","500"
"26887552","100","100","100"
"26888448","100","100","100"
"26888864","450","450","450"
"26889440","600","600","600"
"26889472","350","350","350"
"26889664","600","600","600"
"26890240","250","250","250"
"26891488","250","250","250"
"26891872","250","250","250"
"26893344","250","250","250"
"26895104","100","100","100"
"26896864","250","250","250"
"26897024","250","250","250"
"26898272","500","500","500"
"26898432","600","600","600"
"26899136","950","950","950"
"26901440","350","350","350"
"26901472","250","250","250"
"26902656","450","450","450"
"26904576","0","0","0"
"26906880","0","0","0"
"26907136","100","100","100"
"26907168","0","0","0"
"26908160","100","100","100"
"26908480","750","750","750"
"26908832","100","100","100"
"26908896","100","100","100"
"26911520","0","0","0"
"26912064","450","450","450"
"26913120","700","700","700"
"26914336","100","100","100"
"26914592","200","200","200"
"26916032","250","250","250"
"26916320","500","500","500"
"26916864","250","250","250"
"26918112","250","250","250"
"26918432","250","250","250"
"26918560","250","250","250"
"26919744","0","0","0"
"26920512","0","0","0"
"26922368","100","100","100"
"26922400","850","850","850"
"26923680","100","100","100"
"26923872","250","250","250"
"26924672","250","250","250"
"26926560","350","350","350"
"26927520","250","250","250"
"26928320","0","0","0"
"26928544","250","250","250"
"26930560","350","350","350"
"26931520","250","250","250"
"26932448","100","100","100"
"26933024","200","200","200"
"26935840","750","750","750"
"26937280","0","0","0"
"26937344","0","0","0"
"26939136","250","250","250"
"26940128","0","0","0"
"26940800","200","200","200"
"26940896","250","250","250"
"26941664","250","250","250"
"26941792","700","700","700"
"26941984","800","800","800"
"26942816","100","100","100"
"26943232","250","250","250"
"26944768","850","850","850"
"26944928","350","350","350"
"26945728","200","200","200"
"26946048","500","500","500"
"26947264","0","0","0"
"26947648","0","0","0"
"26947968","250","250","250"
"26948128","500","500","500"
"26951712","250","250","250"
"26952384","350","350","350"
"26953312","250","250","250"
"26953344","500","500","500"
"26955040","750","750","750"
"26955296","250","250","250"
"26956256","750","750","750"
"26958272","600","600","600"
"26959488","350","350","350"
"26960128","250","250","250"
"26961152","0","0","0"
"26961600","500","500","500"
"26962016","600","600","600"
"26962176","100","100","100"
"26964416","0","0","0"
"26965440","700","700","700"
"26967584","500","500","500"
"26968544","600","600","600"
"26968960","100","100","100"
"26969056","750","750","750"
"26972416","0","0","0"
"26973184","0","0","0"
"26974528","100","100","100"
"26976192","350","350","350"
"26976896","600","600","600"
"26976928","100","100","100"
"26977408","450","450","450"
"26979296","0","0","0"
"26979840","550","550","550"
"26979936","350","350","350"
"26984320","350","350","350"
"26984928","0","0","0"
"26985184","0","0","0"
"26985440","250","250","250"
"26986720","0","0","0"
"26990336","100","100","100"
"26991488","100","100","100"
"26993664","500","500","500"
"26995104","250","250","250"
"26996768","250","250","250"
"26997152","200","200","200"
"26999328","250","250","250"
"26999488","0","0","0"
"26999584","250","250","250"
"27001088","500","500","500"
"27001568","500","500","500"
"27001664","350","350","350"
"27001696","100","100","100"
"27003712","750","750","750"
"27004768","250","250","250"
"27005440","250","250","250"
"27005632","350","350","350"
"27006784","0","0","0"
"27009504","250","250","250"
"27009600","100","100","100"
"27009632","500","500","500"
"27012192","700","700","700"
"27012416","250","250","250"
"27012544","700","700","700"
"27014656","100","100","100"
"27014688","100","100","100"
"27014784","350","350","350"
"27015616","750","750","750"
"27016000","200","200","200"
"27018112","100","100","100"
"27018592","350","350","350"
"27018656","100","100","100"
"27019392","0","0","0"
"27020992","250","250","250"
"27023168","350","350","350"
"27024096","500","500","500"
"27025120","250","250","250"
"27026048","250","250","250"
"27028704","500","500","500"
"27030432","500","500","500"
"27032800","250","250","250"
"27033472","500","500","500"
"27033664","450","450","450"
"27033792","500","500","500"
"27034496","350","350","350"
"27034560","100","100","100"
"27037216","100","100","100"
"27037792","500","500","500"
"27038400","450","450","450"
"27039296","250","250","250"
"27041952","0","0","0"
"27042208","600","600","600"
"27045056","100","100","100"
"27045280","0","0","0"
"27045344","0","0","0"
"27048544","0","0","0"
"27048800","600","600","600"
"27050560","500","500","500"
"27052960","0","0","0"
"27053056","0","0","0"
"27053504","350","350","350"
"27053792","500","500","500"
"27053984","600","600","600"
"27054816","0","0","0"
"27057024","350","350","350"
"27057984","0","0","0"
"27058208","350","350","350"
"27058528","850","850","850"
"27058784","100","100","100"
"27061856","600","600","600"
"27062112","500","500","500"
"27062560","600","600","600"
"27062720","250","250","250"
"27063136","600","600","600"
"27063296","500","500","500"
"27063776","500","500","500"
"27064256","500","500","500"
"27065408","500","500","500"
"27065984","0","0","0"
"27067648","250","250","250"
"27068352","0","0","0"
"27071264","350","350","350"
"27071328","0","0","0"
"27071520","500","500","500"
"27071584","250","250","250"
"27071776","250","250","250"
"27072288","350","350","350"
"27073472","0","0","0"
"27075872","0","0","0"
"27077632","0","0","0"
"27078080","500","500","500"
"27080448","500","500","500"
"27080608","600","600","600"
"27081664","350","350","350"
"27081856","0","0","0"
"27082464","350","350","350"
"27083936","500","500","500"
"27087456","250","250","250"
"27088160","0","0","0"
"27088320","250","250","250"
"27089504","250","250","250"
"27090176","500","500","500"
"27090976","450","450","450"
"27091424","500","500","500"
"27091680","0","0","0"
"27091936","500","500","500"
"27092608","250","250","250"
"27092992","0","0","0"
"27094624","0","0","0"
"27097248","850","850","850"
"27097632","250","250","250"
"27098592","250","250","250"
"27099712","250","250","250"
"27100864","250","250","250"
"27105536","450","450","450"
"27106464","950","950","950"
"27108192","250","250","250"
"27108672","250","250","250"
"27109248","750","750","750"
"27109632","600","600","600"
"27109696","350","350","350"
"27109888","250","250","250"
"27110144","450","450","450"
"27110400","750","750","750"
"27111744","250","250","250"
"27112768","500","500","500"
"27114624","250","250","250"
"27116128","250","250","250"
"27117024","250","250","250"
"27117280","600","600","600"
"27118016","0","0","0"
"27118272","100","100","100"
"27119712","100","100","100"
"27119968","850","850","850"
"27121024","500","500","500"
"27121344","250","250","250"
"27122336","0","0","0"
"27124224","350","350","350"
"27125248","250","250","250"
"27125728","700","700","700"
"27126240","250","250","250"
"27128256","100","100","100"
"27128544","250","250","250"
"27129824","250","250","250"
"27130208","250","250","250"
"27130336","950","950","950"
"27130624","750","750","750"
"27133376","0","0","0"
"27134208","350","350","350"
"27134944","0","0","0"
"27136576","100","100","100"
"27137792","350","350","350"
"27137888","0","0","0"
"27140224","0","0","0"
"27141856","600","600","600"
"27141984","350","350","350"
"27142272","0","0","0"
"27142624","1050","1050","1050"
"27143456","350","350","350"
"27146784","250","250","250"
"27147136","250","250","250"
"27148544","250","250","250"
"27148608","350","350","350"
"27149312","350","350","350"
"27149696","250","250","250"
"27150272","350","350","350"
"27152224","250","250","250"
"27152384","250","250","250"
"27153792","350","350","350"
"27154848","500","500","500"
"27158048","250","250","250"
"27158176","250","250","250"
"27159872","0","0","0"
"27160576","0","0","0"
"27160960","0","0","0"
"27162080","100","100","100"
"27162208","500","500","500"
"27162304","0","0","0"
"27162496","0","0","0"
"27163904","250","250","250"
"27166144","0","0","0"
"27166464","850","850","850"
"27166720","550","550","550"
"27167008","100","100","100"
"27167136","600","600","600"
"27168352","350","350","350"
"27168448","600","600","600"
"27169312","250","250","250"
"27169376","0","0","0"
"27172128","600","600","600"
"27172256","600","600","600"
"27172384","450","450","450"
"27177120","350","350","350"
"27177632","0","0","0"
"27178976","250","250","250"
"27179296","250","250","250"
"27180096","0","0","0"
"27180384","250","250","250"
"27181376","250","250","250"
"27181664","0","0","0"
"27184544","0","0","0"
"27184896","0","0","0"
"27184960","500","500","500"
"27185536","600","600","600"
"27185824","350","350","350"
"27186912","500","500","500"
"27189792","250","250","250"
"27191296","100","100","100"
"27191424","0","0","0"
"27191776","250","250","250"
"27192128","250","250","250"
"27193536","600","600","600"
"27195904","450","450","450"
"27196352","500","500","500"
"27196544","250","250","250"
"27197632","0","0","0"
"27199712","250","250","250"
"27199872","100","100","100"
"27200000","0","0","0"
"27201856","500","500","500"
"27203552","600","600","600"
"27205728","850","850","850"
"27206304","0","0","0"
"27206336","0","0","0"
"27206592","250","250","250"
"27206656","250","250","250"
"27207648","250","250","250"
"27207744","250","250","250"
"27211232","300","300","300"
"27212384","0","0","0"
"27214400","500","500","500"
"27215872","100","100","100"
"27216064","500","500","500"
"27216864","350","350","350"
"27217216","0","0","0"
"27217632","0","0","0"
"27219360","500","500","500"
"27219776","250","250","250"
"27220576","350","350","350"
"27223968","350","350","350"
"27224512","0","0","0"
"27224608","100","100","100"
"27224800","250","250","250"
"27225024","500","500","500"
"27225248","0","0","0"
"27225280","600","600","600"
"27227552","0","0","0"
"27227680","100","100","100"
"27227744","450","450","450"
"27229632","350","350","350"
"27231904","250","250","250"
"27232576","250","250","250"
"27236032","250","250","250"
"27236096","500","500","500"
"27236416","350","350","350"
"27236864","250","250","250"
"27237120","250","250","250"
"27237408","250","250","250"
"27238560","0","0","0"
"27239872","0","0","0"
"27240096","0","0","0"
"27240416","250","250","250"
"27241792","500","500","500"
